PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"van Geest, Jenneke; Samaritter, Rosemarie; van Hooren, Susan",,,,,,,,Move and Be Moved: The Effect of Moving Specific Movement Elements on the Experience of Happiness,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,11,,,,,,579518,10.3389/fpsyg.2020.579518,,,JAN 15 2021,2021,"Dynamic body feedback is used in dance movement therapy (DMT), with the aim to facilitate emotional expression and a change of emotional state through movement and dance for individuals with psychosocial or psychiatric complaints. It has been demonstrated that moving in a specific way can evoke and regulate related emotions. The current study aimed to investigate the effects of executing a unique set of kinetic movement elements on an individual mover's experience of happiness. A specific sequence consisting of movement elements that recent studies have related to the feeling of happiness was created and used in a series of conditions. To achieve a more realistic reflection of DMT practice, the study incorporated the interpersonal dimension between the dance movement therapist (DMTh) and the client, and the impact of this interbodily feedback on the emotional state of the client. This quantitative study was conducted in a within-subject design. Five male and 20 female participants (mean age = 20.72) participated in three conditions: a solo executed movement sequence, a movement sequence executed with a DMTh who attuned and mirrored the movements, and a solo executed movement sequence not associated with feelings of happiness. Participants were only informed about the movements and not the feelings that may be provoked by these movements. The effects on individuals were measured using the Positive and Negative Affect Schedule and visual analog scales. Results showed that a specific movement sequence based on movement elements associated with happiness executed with a DMTh can significantly enhance the corresponding affective state. An additional finding of this study indicated that facilitating expressed emotion through movement elements that are not associated with happiness can enhance feelings such as empowerment, pride, and determination, which are experienced as part of positive affect. The results show the impact of specific full-body movement elements on the emotional state and the support outcome of DMT on emotion regulation.",,"[van Geest, Jenneke; van Hooren, Susan] Zuyd Univ Appl Sci, Acad Arts Therapies, Fac Hlth Care, Heerlen, Netherlands; [Samaritter, Rosemarie; van Hooren, Susan] KenVaK Res Ctr Arts Therapies & Psychomotr, Heerlen, Netherlands; [Samaritter, Rosemarie] Codarts Univ Arts, Dept Arts Therapies, Rotterdam, Netherlands; [van Hooren, Susan] Open Univ Netherlands, Fac Psychol, Heerlen, Netherlands; [van Geest, Jenneke] Zuyd Univ Appl Sci, Acad Arts Therapies, Fac Hlth Care, Heerlen, Netherlands",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000612656900001,
J,"Linden, Audrey Helen; Honekopp, Johannes",,,,,,,,Heterogeneity of Research Results: A New Perspective From Which to Assess and Promote Progress in Psychological Science,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,16,2,,,358,376,1.74569E+15,10.1177/1745691620964193,,,Mar-21,2021,"Heterogeneity emerges when multiple close or conceptual replications on the same subject produce results that vary more than expected from the sampling error. Here we argue that unexplained heterogeneity reflects a lack of coherence between the concepts applied and data observed and therefore a lack of understanding of the subject matter. Typical levels of heterogeneity thus offer a useful but neglected perspective on the levels of understanding achieved in psychological science. Focusing on continuous outcome variables, we surveyed heterogeneity in 150 meta-analyses from cognitive, organizational, and social psychology and 57 multiple close replications. Heterogeneity proved to be very high in meta-analyses, with powerful moderators being conspicuously absent. Population effects in the average meta-analysis vary from small to very large for reasons that are typically not understood. In contrast, heterogeneity was moderate in close replications. A newly identified relationship between heterogeneity and effect size allowed us to make predictions about expected heterogeneity levels. We discuss important implications for the formulation and evaluation of theories in psychology. On the basis of insights from the history and philosophy of science, we argue that the reduction of heterogeneity is important for progress in psychology and its practical applications, and we suggest changes to our collective research practice toward this end.",,"[Linden, Audrey Helen; Honekopp, Johannes] Northumbria Univ, Dept Psychol, Newcastle Upon Tyne, Tyne & Wear, England; [Honekopp, Johannes] Northumbria Univ, Dept Psychol, Newcastle Upon Tyne, Tyne & Wear, England",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000609696600001,
J,"Chung, Jason J.; Wakefield, Matthew A.; Austin, Sara B.; Chapman, Alexander L.",,,,,,,,Smiling to Tolerate Distress: The Moderating Role of Attention to Emotion,,,,,,,,CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,,,,53,1,,,59,70,,10.1037/cbs0000188,,,Jan-21,2021,"Deficits in distress tolerance and heightened attention to emotion (ATE) have been linked to borderline personality disorder (BPD). Research has suggested that facial feedback, the bidirectional relationship between facial expression and experienced affect, may enhance distress tolerance; however, such enhancement relative to BPD features and ATE remains unclear. To clarify this relationship, the current study examined (a) effects of a facial feedback manipulation on distress tolerance and emotional reactivity, and (b) BPD feature severity and ATE as potential moderators of these effects. University students (N = 109) completed questionnaires assessing BPD features. current affect, and ATE. Subsequently, they engaged in a distress-eliciting task while covertly maintaining either a smile or neutral facial expression. Although BPD features did not influence the impact of facial feedback, ATE moderated these effects on both distress tolerance and midtask positive affect (PA). Among those with high ATE, smiling (vs. neutral facial expression) was linked to greater distress tolerance, while smiling among those with low ATE was associated with lower distress tolerance and midtask PA. Future facial feedback research should include ATE as a potential moderating variable.",,"[Chung, Jason J.; Wakefield, Matthew A.; Austin, Sara B.; Chapman, Alexander L.] Simon Fraser Univ, Dept Psychol, Personal & Emot Res Lab, Burnaby, BC V5A 1S6, Canada; [Chung, Jason J.] Simon Fraser Univ, Dept Psychol, Personal & Emot Res Lab, Burnaby, BC V5A 1S6, Canada",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000611356900006,
J,"Nuijten, Michele B.; van Assen, Marcel A. L. M.; Augusteijn, Hilde E. M.; Crompvoets, Elise A., V; Wicherts, Jelte M.",,,,,,,,"Effect Sizes, Power, and Biases in Intelligence Research: A Meta-Meta-Analysis",,,,,,,,JOURNAL OF INTELLIGENCE,,,,8,4,,,,,36,10.3390/jintelligence8040036,,,Dec-20,2020,"In this meta-study, we analyzed 2442 effect sizes from 131 meta-analyses in intelligence research, published from 1984 to 2014, to estimate the average effect size, median power, and evidence for bias. We found that the average effect size in intelligence research was a Pearson's correlation of 0.26, and the median sample size was 60. Furthermore, across primary studies, we found a median power of 11.9% to detect a small effect, 54.5% to detect a medium effect, and 93.9% to detect a large effect. We documented differences in average effect size and median estimated power between different types of intelligence studies (correlational studies, studies of group differences, experiments, toxicology, and behavior genetics). On average, across all meta-analyses (but not in every meta-analysis), we found evidence for small-study effects, potentially indicating publication bias and overestimated effects. We found no differences in small-study effects between different study types. We also found no convincing evidence for the decline effect, US effect, or citation bias across meta-analyses. We concluded that intelligence research does show signs of low power and publication bias, but that these problems seem less severe than in many other scientific fields.",,"[Nuijten, Michele B.; van Assen, Marcel A. L. M.; Augusteijn, Hilde E. M.; Crompvoets, Elise A., V; Wicherts, Jelte M.] Tilburg Univ, Tilburg Sch Social & Behav Sci, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands; [van Assen, Marcel A. L. M.] Univ Utrecht, Fac Social & Behav Sci, Sect Sociol, Heidelberglaan 1, NL-3584 CS Utrecht, Netherlands; [Nuijten, Michele B.] Tilburg Univ, Tilburg Sch Social & Behav Sci, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000617694300002,
J,"Witt, Jessica K.; Parnes, Jamie E.; Tenhundfeld, Nathan L.",,,,,,,,Wielding a gun increases judgments of others as holding guns: a randomized controlled trial,,,,,,,,COGNITIVE RESEARCH-PRINCIPLES AND IMPLICATIONS,,,,5,1,,,,,58,10.1186/s41235-020-00260-3,,,NOV 16 2020,2020,"The gun embodiment effect is the consequence caused by wielding a gun on judgments of whether others are also holding a gun. This effect could be responsible for real-world instances when police officers shoot an unarmed person because of the misperception that the person had a gun. The gun embodiment effect is an instance of embodied cognition for which a person's tool-augmented body affects their judgments. The replication crisis in psychology has raised concern about embodied cognition effects in particular, and the issue of low statistical power applies to the original research on the gun embodiment effect. Thus, the first step was to conduct a high-powered replication. We found a significant gun embodiment effect in participants' reaction times and in their proportion of correct responses, but not in signal detection measures of bias, as had been originally reported. To help prevent the gun embodiment effect from leading to fatal encounters, it would be useful to know whether individuals with certain traits are less prone to the effect and whether certain kinds of experiences help alleviate the effect. With the new and reliable measure of the gun embodiment effect, we tested for moderation by individual differences related to prior gun experience, attitudes, personality, and factors related to emotion regulation and impulsivity. Despite the variety of these measures, there was little evidence for moderation. The results were more consistent with the idea of the gun embodiment effect being a universal, fixed effect, than being a flexible, malleable effect.",,"[Witt, Jessica K.; Parnes, Jamie E.] Colorado State Univ, Dept Psychol, Ft Collins, CO 80523 USA; [Tenhundfeld, Nathan L.] Univ Alabama, Huntsville, AL 35899 USA; [Witt, Jessica K.] Colorado State Univ, Dept Psychol, Ft Collins, CO 80523 USA",,,,,,,,0,,,,,,,"Psychology, Experimental",WOS:000590020900001,
J,"Ouimet, Allison J.; Dixon-Luinenburg, Titania; Rooyakkers, Molly",,,,,,,,"Experimental Psychopathology at the Crossroads: Reflections on Past, Present, and Future Contributions to Cognitive Behavioural Therapy",,,,,,,,INTERNATIONAL JOURNAL OF COGNITIVE THERAPY,,,,14,1,,,133,159,,10.1007/s41811-020-00093-4,,,Mar-21,2021,"Experimental psychopathology researchers are devoted to understanding the causes and mechanisms of psychological disorders, with the central goal of developing and improving effective interventions. Indeed, cognitive behavioural therapy (CBT) arose from experiments identifying key mechanisms that clinicians can target to reduce their clients' symptoms. Despite the well-documented efficacy of CBT for diverse problems, many people continue to live with psychopathology, even after CBT. In this paper, we reflect on ways in which experimental psychopathology has advanced CBT (i.e. Where have we been?), areas that are fruitful for continued progress (i.e. Where are we now?), and crucial areas for improvement (i.e. Where are we going?). In particular, we contend that improving the science of psychopathology via open and transparent practices, prioritising diverse samples, testing the effects of specific CBT techniques, and focusing on problems that our clients identify will enable experimental psychopathology research to serve as the foundation for evidence-based practice.",,"[Ouimet, Allison J.; Dixon-Luinenburg, Titania] Univ Ottawa, Sch Psychol, 136 Jean Jacques Lussier, Ottawa, ON K1N 6N5, Canada; [Dixon-Luinenburg, Titania] Univ British Columbia, Dept Psychol, Vancouver, BC, Canada; [Rooyakkers, Molly] Univ Amsterdam, Dept Psychol, Amsterdam, Netherlands; [Ouimet, Allison J.] Univ Ottawa, Sch Psychol, 136 Jean Jacques Lussier, Ottawa, ON K1N 6N5, Canada",,,,,,,,1,,,,,,,"Psychology, Clinical; Psychiatry",WOS:000584962000001,
J,"Schimmack, Ulrich",,,,,,,,A Meta-Psychological Perspective on the Decade of Replication Failures in Social Psychology,,,,,,,,CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,,,,61,4,,,364,376,,10.1037/cap0000246,,,Nov-20,2020,"Bem's (2011) article triggered a string of replication failures in social psychology. A major replication project found that only 25% of results in social psychology could be replicated. I examine various explanations for this low replication rate and found most of them lacking in empirical support. I then provide evidence that the use of questionable research practices accounts for this result. Using z-curve and a representative sample of focal hypothesis tests, I find that the expected replication rate for social psychology is between 20% and 45%. I argue that quantifying replicability can provide an incentive to use good research practices and to invest more resources in studies that produce replicable results. The replication crisis in social psychology provides important lessons for other disciplines in psychology that have avoided to take a closer look at their research practices.",,"[Schimmack, Ulrich] Univ Toronto Mississauga, Mississauga, ON, Canada; [Schimmack, Ulrich] Univ Toronto Mississauga, Dept Psychol, 3359 Mississauga Rd, Mississauga, ON L5L 1C6, Canada",,,,,,,,3,,,,,,,"Psychology, Multidisciplinary",WOS:000592853200011,
J,"Moreau, David",,,,,,,,Shifting Minds: A Quantitative Reappraisal of Cognitive-Intervention Research,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,16,1,,,148,160,1.74569E+15,10.1177/1745691620950696,,,Jan-21,2021,"Recent popular areas of research in psychology suggest that behavioral interventions can have profound effects on our cognitive abilities. In particular, the study of brain training, video gaming, mindset, and stereotype threat all include claims that low-cost, noninvasive manipulations of the environment can greatly affect individual performance. Here, I provide a quantitative reappraisal of this literature, focusing on recent meta-analytic findings. Specifically, I show that effect-size distributions in the four aforementioned areas are best modeled by multiple rather than single latent distributions, suggesting important discrepancies in the effect sizes reported. I further demonstrate that these multimodal characteristics are not typical within the broader field of psychology, using 107 meta-analyses published in three top-tier journals as a comparison. The effect-size distributions observed in cognitive-intervention research therefore appear to be uncommon, and their characteristics are largely unexplained by current theoretical frameworks of cognitive improvement. Before the source of these discrepancies is better understood, the current study calls for constructive skepticism in evaluating claims of cognitive improvement after behavioral interventions and for caution when this line of research influences large-scale policies.",,"[Moreau, David] Univ Auckland, Sch Psychol, Auckland, New Zealand; [Moreau, David] Univ Auckland, Ctr Brain Res, Auckland, New Zealand; [Moreau, David] Univ Auckland, Sch Psychol, Auckland, New Zealand; [Moreau, David] Univ Auckland, Ctr Brain Res, Auckland, New Zealand",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000577956400001,
J,"Olsson-Collentine, Anton; Wicherts, Jelte M.; van Assen, Marcel A. L. M.",,,,,,,,Heterogeneity in Direct Replications in Psychology and Its Association With Effect Size,,,,,,,,PSYCHOLOGICAL BULLETIN,,,,146,10,,,922,940,,10.1037/bul0000294,,,Oct-20,2020,"We examined the evidence for heterogeneity (of effect sizes) when only minor changes to sample population and settings were made between studies and explored the association between heterogeneity and average effect size in a sample of 68 meta-analyses from 13 preregistered multilab direct replication projects in social and cognitive psychology. Among the many examined effects, examples include the Stroop effect, the ""verbal overshadowing"" effect, and various priming effects such as ""anchoring"" effects. We found limited heterogeneity; 48/68 (71%) meta-analyses had nonsignificant heterogeneity, and most (49/68; 72%) were most likely to have zero to small heterogeneity. Power to detect small heterogeneity (as defined by Higgins, Thompson, Deeks, & Altman, 2003) was low for all projects (mean 43%), but good to excellent for medium and large heterogeneity. Our findings thus show little evidence of widespread heterogeneity in direct replication studies in social and cognitive psychology, suggesting that minor changes in sample population and settings are unlikely to affect research outcomes in these fields of psychology. We also found strong correlations between observed average effect sizes (standardized mean differences and log odds ratios) and heterogeneity in our sample. Our results suggest that heterogeneity and moderation of effects is unlikely for a 0 average true effect size, but increasingly likely for larger average true effect size.",,"[Olsson-Collentine, Anton; Wicherts, Jelte M.; van Assen, Marcel A. L. M.] Tilburg Univ, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands; [van Assen, Marcel A. L. M.] Univ Utrecht, Dept Sociol, Utrecht, Netherlands; [Olsson-Collentine, Anton] Tilburg Univ, Dept Methodol & Stat, Warandelaan 2, NL-5037 AB Tilburg, Netherlands",,,,,,,,0,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000572853700004,
J,"Krypotos, Angelos-Miltiadis; Crombez, Geert; Meulders, Ann; Claes, Nathalie; Vlaeyen, Johan W. S.",,,,,,,,Decomposing conditioned avoidance performance with computational models,,,,,,,,BEHAVIOUR RESEARCH AND THERAPY,,,,133,,,,,,103712,10.1016/j.brat.2020.103712,,,Oct-20,2020,"Avoidance towards innocuous stimuli is a key characteristic across anxiety-related disorders and chronic pain. Insights into the relevant learning processes of avoidance are often gained via laboratory procedures, where individuals learn to avoid stimuli or movements that have been previously associated with an aversive stimulus. Typically, statistical analyses of data gathered with conditioned avoidance procedures include frequency data, for example, the number of times a participant has avoided an aversive stimulus. Here, we argue that further insights into the underlying processes of avoidance behavior could be unraveled using computational models of behavior. We then demonstrate how computational models could be used by reanalysing a previously published avoidance data set and interpreting the key findings. We conclude our article by listing some challenges in the direct application of computational modeling to avoidance data sets.",,"[Krypotos, Angelos-Miltiadis; Meulders, Ann; Claes, Nathalie; Vlaeyen, Johan W. S.] Katholieke Univ Leuven, Dept Hlth Psychol, Leuven, Belgium; [Krypotos, Angelos-Miltiadis] Univ Utrecht, Dept Clin Psychol, Utrecht, Netherlands; [Crombez, Geert] Univ Ghent, Dept Expt Clin & Heath Psychol, Ghent, Belgium; [Meulders, Ann; Vlaeyen, Johan W. S.] Maastricht Univ, Expt Hlth Psychol, Maastricht, Netherlands; [Krypotos, Angelos-Miltiadis] Univ Utrecht, Dept Clin Psychol, Utrecht, Netherlands; [Krypotos, Angelos-Miltiadis] Tiensestr 102, B-3000 Leuven, Belgium",,,,,,,,0,,,,,,,"Psychology, Clinical",WOS:000569080100011,
J,"Holland, Alison C.; O'Connell, Garret; Dziobek, Isabel",,,,,,,,"Facial mimicry, empathy, and emotion recognition: a meta-analysis of correlations",,,,,,,,COGNITION & EMOTION,,,,35,1,,,150,168,,10.1080/02699931.2020.1815655,,,JAN 2 2021,2021,"A number of prominent theories have linked tendencies to mimick others' facial movements to empathy and facial emotion recognition, but evidence for such links is uneven. We conducted a meta-analysis of correlations of facial mimicry with empathy and facial emotion recognition skills. Other factors were also examined for moderating influence, e.g. facets of empathy measured, facial muscles recorded, and facial emotions being mimicked. Summary effects were estimated with a random-effects model and a meta-regression analysis was used to identify factors moderating these effects. 162 effects from 28 studies were submitted. The summary effect size indicated a significant weak positive relationship between facial mimicry and empathy, but not facial emotion recognition. The moderator analysis revealed that stronger correlations between facial mimicry and empathy were observed for static vs. dynamic facial stimuli, and for implicit vs. explicit instances of facial emotion processing. No differences were seen between facial emotions, facial muscles, emotional and cognitive facets of empathy, or state and trait measures of empathy. The results support the claim that stronger facial mimicry responses are positively related to higher dispositions for empathy, but the weakness and variability of this effect suggest that this relationship is conditional on not-fully understood factors.",,"[Holland, Alison C.] Free Univ Berlin, Dept Educ & Psychol, Berlin, Germany; [O'Connell, Garret; Dziobek, Isabel] Humboldt Univ, Berlin Sch Mind & Brain, Inst Psychol, Berlin, Germany; [O'Connell, Garret] Humboldt Univ, Berlin Sch Mind & Brain, Inst Psychol, Berlin, Germany",,,,,,,,1,,,,,,,"Psychology, Experimental",WOS:000568945600001,
J,"Grimshaw, Gina M.; Philipp, Michael C.",,,,,,,,Bodies in mind: using peripheral psychophysiology to probe emotional and social processes,,,,,,,,JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,,,,51,1,,,171,185,,10.1080/03036758.2020.1792944,,,JAN 2 2021,2021,"The body and brain work together to ensure that we evaluate and respond to environmental challenges in adaptive ways. Psychophysiology is the discipline that unites body and mind, by describing the relationship between psychological and physiological domains. In this tutorial review, we consider the physiological systems and psychophysiological methods that are most useful in understanding human emotional and social processes. In Part 1 we provide an overview of the most relevant physiological systems, and in Part 2, we describe the uses of some common autonomic and somatic measures. In Part 3, we provide research examples drawn from our own labs to demonstrate how physiological measures can provide new insights into emotional and social processes. We conclude with our view on the future of psychophysiological research.",,"[Grimshaw, Gina M.] Victoria Univ Wellington, Sch Psychol, Wellington, New Zealand; [Philipp, Michael C.] Massey Univ, Sch Psychol, Palmerston North, New Zealand; [Grimshaw, Gina M.] Victoria Univ Wellington, Sch Psychol, Wellington, New Zealand",,,,,,,,1,,,,,,,Multidisciplinary Sciences,WOS:000555118700001,
J,"Fabrigar, Leandre R.; Wegener, Duane T.; Petty, Richard E.",,,,,,,,A Validity-Based Framework for Understanding Replication in Psychology,,,,,,,,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,,,,24,4,,,316,344,1.08887E+15,10.1177/1088868320931366,,,Nov-20,2020,"In recent years, psychology has wrestled with the broader implications of disappointing rates of replication of previously demonstrated effects. This article proposes that many aspects of this pattern of results can be understood within the classic framework of four proposed forms of validity: statistical conclusion validity, internal validity, construct validity, and external validity. The article explains the conceptual logic for how differences in each type of validity across an original study and a subsequent replication attempt can lead to replication ""failure."" Existing themes in the replication literature related to each type of validity are also highlighted. Furthermore, empirical evidence is considered for the role of each type of validity in non-replication. The article concludes with a discussion of broader implications of this classic validity framework for improving replication rates in psychological research.",,"[Fabrigar, Leandre R.] Queens Univ, Kingston, ON, Canada; [Wegener, Duane T.; Petty, Richard E.] Ohio State Univ, Columbus, OH 43210 USA; [Fabrigar, Leandre R.] Queens Univ, Dept Psychol, Kingston, ON K7L 3N6, Canada",,,,,,,,4,,,,,,,"Psychology, Social",WOS:000553227600001,
J,"Sakaluk, John K.",,,,,,,,Getting Serious About the Assessment and Promotion of Replicable Sexual Science: A Commentary on Wisman and Shrira (2020) and Lorenz (2020),,,,,,,,ARCHIVES OF SEXUAL BEHAVIOR,,,,49,8,,,2743,2754,,10.1007/s10508-020-01795-8,,,Nov-20,2020,,,"[Sakaluk, John K.] Univ Victoria, Dept Psychol, STN CSC, POB 1700, Victoria, BC V8W 2Y2, Canada; [Sakaluk, John K.] Univ Victoria, Dept Psychol, STN CSC, POB 1700, Victoria, BC V8W 2Y2, Canada",,,,,,,,4,,,,,,,"Psychology, Clinical; Social Sciences, Interdisciplinary",WOS:000551020000003,
J,"Shen, Hao; Labroo, Aparna; Wyer, Robert S., Jr.",,,,,,,,So Difficult to Smile: Why Unhappy People Avoid Enjoyable Activities,,,,,,,,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,,,,119,1,,,23,39,,10.1037/pspa0000186,,,Jul-20,2020,"Engaging in an enjoyable activity is often effective in reducing or eliminating a negative mood. However, imagining this activity before deciding whether to perform it can decrease unhappy people's willingness to engage in it. The facial expression that accompanies a negative mood (and the muscles activated by the expression) can conflict with the expression that is elicited by imagining the performance of an enjoyable activity, evoking subjective feelings of difficulty of imagining it. Unhappy people misattribute these feelings of difficulty to the enjoyable activity itself, decreasing their desire to engage in the activity. The effects of metacognitive difficulty are eliminated when (a) unhappy people attribute difficulty to something other than the enjoyable activity and (b) focus their attention on the outcome of the activity rather than the process of engaging in it. Moreover, when an irrelevant factor activates smile-related features while performing the activity, the experience of difficulty is attenuated and its effect on aversion to the activity is not apparent. In contrast, unhappy people also find it easy to imagine an unenjoyable activity and consequently evaluate it more favorably after imagining it. Seven studies demonstrated the role of these metacognitive experiences and their implications for research on affect regulation.",,"[Shen, Hao] Chinese Univ Hong Kong, Dept Mkt, CUHK Business Sch, Hong Kong, Peoples R China; [Labroo, Aparna] Northwestern Univ, Dept Mkt, Kellogg Sch Management, Evanston, IL 60208 USA; [Wyer, Robert S., Jr.] Univ Cincinnati, Dept Mkt, Carl H Lindner Coll Business, Cincinnati, OH 45221 USA; [Shen, Hao] Chinese Univ Hong Kong, CUHK Business Sch, Dept Mkt, Shatin, 12 Chak Cheung St, Hong Kong, Peoples R China",,,,,,,,1,,,,,,,"Psychology, Social",WOS:000543795500003,
