PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM
J,NA,"Hayes, Amy E.; Paul, Matthew A.; Beuger, Boukje; Tipper, Steven P.",NA,NA,NA,NA,NA,NA,NA,Self produced and observed actions influence emotion: the roles of action fluency and eye gaze,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,NA,NA,NA,72,4,NA,NA,461,472,NA,10.1007/s00426-007-0125-3,NA,NA,8-Jul,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,WOS:000255630400012,NA
J,NA,"Parzuchowski, Michal; Szymkow-Sudziarska, Aleksandra",NA,NA,NA,NA,NA,NA,NA,"Well, slap my thigh: Expression of surprise facilitates memory of surprising material",NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,8,3,NA,NA,430,434,NA,10.1037/1528-3542.8.3.430,NA,NA,8-Jun,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000256512900014,NA
J,NA,"Beukeboom, Camiel J.; de Jong, Elisabeth M.",NA,NA,NA,NA,NA,NA,NA,When feelings speak - How affective and proprioceptive cues change language abstraction,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY,NA,NA,NA,27,2,NA,NA,110,122,NA,10.1177/0261927X07313644,NA,NA,8-Jun,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000255701100002,NA
J,NA,"Alam, Murad; Barrett, Karen C.; Hodapp, Robert M.; Arndt, Kenneth A.",NA,NA,NA,NA,NA,NA,NA,Botulinum toxin and the facial feedback hypothesis: Can looking better make you feel happier?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,NA,NA,NA,58,6,NA,NA,1061,1072,NA,10.1016/j.jaad.2007.10.649,NA,NA,8-Jun,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000256055800024,NA
J,NA,"Erez, Amir; Misangyi, Vilmos F.; Johnson, Diane E.; LePine, Marcie A.; Halverson, Kent C.",NA,NA,NA,NA,NA,NA,NA,Stirring the hearts of followers: Charismatic leadership as the transferal of affect,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,93,3,NA,NA,602,616,NA,10.1037/0021-9010.93.3.602,NA,NA,8-May,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,WOS:000255556600008,NA
J,NA,"Friedman, Ron; Elliot, Andrew J.",NA,NA,NA,NA,NA,NA,NA,The effect of arm crossing on persistence and performance,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,38,3,NA,NA,449,461,NA,10.1002/ejsp.444,NA,NA,APR-MAY 2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000257766200004,NA
J,NA,"Centerbar, David B.; Schnall, Simone; Clore, Gerald L.; Garvin, Erika D.",NA,NA,NA,NA,NA,NA,NA,Affective incoherence: When affective concepts and embodied reactions clash,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,94,4,NA,NA,560,578,NA,10.1037/0022-3514.94.4.560,NA,NA,8-Apr,2008,NA,NA,NA,NA,NA,5th Annual Meeting of the Society-for-Personality-and-Social-Psychology,"JAN 29-30, 2004",Soc Personal & Social Psychol,"Austin, TX",34,NA,NA,NA,NA,NA,NA,WOS:000254363300002,NA
J,NA,"Sonnby-Borgstrom, Marianne; Jonsson, Peter; Svensson, Owe",NA,NA,NA,NA,NA,NA,NA,Gender differences in facial imitation and verbally reported emotional contagion from spontaneous to emotionally regulated processing levels,NA,NA,NA,NA,NA,NA,NA,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,NA,NA,NA,49,2,NA,NA,111,122,NA,10.1111/j.1467-9450.2008.00626.x,NA,NA,8-Apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,WOS:000254127300002,NA
J,NA,"Kashdan, Todd B.; Breen, William E.",NA,NA,NA,NA,NA,NA,NA,Social anxiety and positive emotions: A prospective examination of a self-regulatory model with tendencies to suppress or express emotions as a moderating variable,NA,NA,NA,NA,NA,NA,NA,BEHAVIOR THERAPY,NA,NA,NA,39,1,NA,NA,1,12,NA,10.1016/j.beth.2007.02.003,NA,NA,8-Mar,2008,NA,NA,NA,NA,NA,39th Annual Meeting of the Association-for-Behavioral-and-Cognitive-Therapies,"NOV, 2005",Assoc Behav & Cognit Therapies,"Washington, DC",66,NA,NA,NA,NA,NA,NA,WOS:000257419000001,NA
J,NA,"Tajadura-Jimenez, Ana; Vaeljamaee, Aleksander; Vaestfjaell, Daniel",NA,NA,NA,NA,NA,NA,NA,Self-representation in mediated environments: The experience of emotions modulated by auditory-vibrotactile heartbeat,NA,NA,NA,NA,NA,NA,NA,CYBERPSYCHOLOGY & BEHAVIOR,NA,NA,NA,11,1,NA,NA,33,38,NA,10.1089/cpb.2007.0002,NA,NA,8-Feb,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000253674200005,NA
J,NA,"Papa, Anthony; Bonanno, George A.",NA,NA,NA,NA,NA,NA,NA,Smiling in the face of adversity: The interpersonal and intrapersonal functions of smiling,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,8,1,NA,NA,1,12,NA,10.1037/1528-3542.8.1.1,NA,NA,8-Feb,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,WOS:000253034600001,NA
J,NA,"Barsalou, Lawrence W.",NA,NA,NA,NA,NA,NA,NA,Grounded cognition,NA,NA,NA,NA,NA,NA,NA,Annual Review of Psychology,NA,NA,NA,59,NA,NA,NA,617,645,NA,10.1146/annurev.psych.59.103006.093639,NA,NA,2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724,NA,NA,NA,NA,NA,NA,WOS:000253283000023,NA
J,NA,"Creed, Chris; Beale, Russell",NA,NA,NA,NA,NA,NA,NA,Abusive interactions with embodied agents,NA,NA,NA,NA,NA,NA,NA,INTERACTION STUDIES,NA,NA,NA,9,3,NA,NA,481,503,NA,10.1075/is.9.3.07cre,NA,NA,2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000262452200006,NA
J,NA,"Papousek, Ilona; Schulter, Guenter",NA,NA,NA,NA,NA,NA,NA,Effects of a Mood-Enhancing Intervention on Subjective Well-Being and Cardiovascular Parameters,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,NA,NA,NA,15,4,NA,NA,293,302,PII 905442115,10.1080/10705500802365508,NA,NA,2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000260852000006,NA
J,NA,"Brinol, Pablo; Blanco Abarca, Amalio; De La Corte, Luis",NA,NA,NA,NA,NA,NA,NA,About the resistance to Social Psychology,NA,NA,NA,NA,NA,NA,NA,REVISTA DE PSICOLOGIA SOCIAL,NA,NA,NA,23,1,NA,NA,107,126,NA,10.1174/021347408783399507,NA,NA,8-Jan,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000258204400009,NA
J,NA,"Ariely, Dan; Norton, Michael I.",NA,NA,NA,NA,NA,NA,NA,How actions create - not just reveal - preferences,NA,NA,NA,NA,NA,NA,NA,TRENDS IN COGNITIVE SCIENCES,NA,NA,NA,12,1,NA,NA,13,16,NA,10.1016/j.tics.2007.10.008,NA,NA,8-Jan,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,WOS:000252820900008,NA
J,NA,"Suh, Eunkook M.",NA,NA,NA,NA,NA,NA,NA,Downsides of an Overly context-sensitive self: Implications from the culture and subjective well-being research,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY,NA,NA,NA,75,6,NA,NA,1321,1343,NA,10.1111/j.1467-6494.2007.00477.x,NA,NA,7-Dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,WOS:000250818100011,NA
J,NA,"Brinol, Pablo; Petty, Richard E.; Valle, Carmen; Rucker, Derek D.",NA,NA,NA,NA,NA,NA,NA,The effects of message recipients' power before and after persuasion: A self-validation analysis,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,93,6,NA,NA,1040,1053,NA,10.1037/0022-3514.93.6.1040,NA,NA,7-Dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,WOS:000251341800009,NA
J,NA,"Mori, Hideko; Mori, Kazuo",NA,NA,NA,NA,NA,NA,NA,A test of the passive facial feedback hypothesis: We feel sorry because we cry,NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,105,3,NA,NA,1242,1244,NA,10.2466/PMS.105.4.1242-1244,NA,NA,7-Dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000253665700027,NA
J,NA,"Fazio, Russell H.",NA,NA,NA,NA,NA,NA,NA,Attitudes as object-evaluation associations of varying strength,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITION,NA,NA,NA,25,5,NA,NA,603,637,NA,10.1521/soco.2007.25.5.603,NA,NA,7-Oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,WOS:000250059800003,NA
J,NA,"Oberman, Lindsay M.; Winklelman, Piotr; Ramachandran, Vilayanur S.",NA,NA,NA,NA,NA,NA,NA,Face to face: Blocking facial mimicry can selectively impair recognition of emotional expressions,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,2,4-Mar,NA,NA,167,178,NA,10.1080/17470910701391943,NA,NA,SEP-DEC 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,WOS:000252245400003,NA
J,NA,"Mondillon, Laurie; Niedenthal, Paula M.; Gil, Sandrine; Drolt-Volet, Sylvie",NA,NA,NA,NA,NA,NA,NA,Imitation of in-group versus out-group members' facial expressions of anger: A test with a time perception task,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,2,4-Mar,NA,NA,223,237,NA,10.1080/17470910701376894,NA,NA,SEP-DEC 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000252245400005,NA
J,NA,"Reisenzein, Rainer; Studtmann, Markus",NA,NA,NA,NA,NA,NA,NA,"On the expression and experience of surprise: No evidence for facial feedback, but evidence for a reverse self-inference effect",NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,7,3,NA,NA,612,627,NA,10.1037/1528-3542.7.3.612,NA,NA,7-Aug,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000248532900015,NA
J,NA,"Dunn, Elizabeth W.; Biesanz, Jeremy C.; Human, Lauren J.; Finn, Stephanie",NA,NA,NA,NA,NA,NA,NA,Misunderstanding the affective consequences of everyday social interactions: The hidden benefits of putting one's best face forward,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,92,6,NA,NA,990,1005,NA,10.1037/0022-3514.92.6.990,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,WOS:000246991100003,NA
J,NA,"Ansfield, Matthew E.",NA,NA,NA,NA,NA,NA,NA,Smiling when distressed: When a smile is a frown turned upside down,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,33,6,NA,NA,763,775,NA,10.1177/0146167206297398,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,WOS:000246886000001,NA
J,NA,"Havas, David A.; Glenberg, Arthur M.; Rinck, Mike",NA,NA,NA,NA,NA,NA,NA,Emotion simulation during language comprehension,NA,NA,NA,NA,NA,NA,NA,PSYCHONOMIC BULLETIN & REVIEW,NA,NA,NA,14,3,NA,NA,436,441,NA,10.3758/BF03194085,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,WOS:000248841300005,NA
J,NA,"Niedenthal, Paula M.",NA,NA,NA,NA,NA,NA,NA,Embodying emotion,NA,NA,NA,NA,NA,NA,NA,SCIENCE,NA,NA,NA,316,5827,NA,NA,1002,1005,NA,10.1126/science.1136930,NA,NA,MAY 18 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,NA,NA,NA,NA,WOS:000246554000039,NA
J,NA,"Barsade, Sigal G.; Gibson, Donald E.",NA,NA,NA,NA,NA,NA,NA,Why does affect matter in organizations?,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT PERSPECTIVES,NA,NA,NA,21,1,NA,NA,36,59,NA,10.5465/AMP.2007.24286163,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,WOS:000245145900004,NA
J,NA,"Bach, Patric; Tipper, Steven P.",NA,NA,NA,NA,NA,NA,NA,Implicit action encoding influences personal-trait judgments,NA,NA,NA,NA,NA,NA,NA,COGNITION,NA,NA,NA,102,2,NA,NA,151,178,NA,10.1016/j.cognition.2005.11.003,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,WOS:000243818900001,NA
J,NA,"Marsh, Abigail A.; Ambady, Nalini",NA,NA,NA,NA,NA,NA,NA,The influence of the fear facial expression on prosocial responding,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,2,NA,NA,225,247,NA,10.1080/02699930600652234,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,WOS:000244568100001,NA
J,NA,"Shockley, Kevin; Baker, Aimee A.; Richardson, Michael J.; Fowler, Carol A.",NA,NA,NA,NA,NA,NA,NA,Articulatory constraints on interpersonal postural coordination,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NA,NA,NA,33,1,NA,NA,201,208,NA,10.1037/0096-1523.33.1.201,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,WOS:000243768800014,NA
J,NA,"Cohen, Dov; Hoshino-Browne, Etsuko; Leung, Angela K. -y.",NA,NA,NA,NA,NA,NA,NA,Culture and the structure of personal experience: Insider and outsider phenomenologies of the self and social world,NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,39,NA,NA,NA,1,67,NA,10.1016/S0065-2601(06)39001-6,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,WOS:000246617100001,NA
J,NA,"Eder, Andreas B.; Hommel, Bernhard; De Houwer, Jan",NA,NA,NA,NA,NA,NA,NA,How distinctive is affective processing? On the implications of using cognitive paradigms to study affect and emotion,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1137,1154,NA,10.1080/02699930701437386,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,WOS:000250404100001,NA
J,NA,"Moors, Agnes",NA,NA,NA,NA,NA,NA,NA,Can cognitive methods be used to study the unique aspect of emotion: An appraisal theorist's answer,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1238,1269,NA,10.1080/02699930701438061,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000250404100005,NA
J,NA,"Lavender, Tristan; Hommel, Bernhard",NA,NA,NA,NA,NA,NA,NA,Affect and action: Towards an event-coding account,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1270,1296,NA,10.1080/02699930701438152,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,WOS:000250404100006,NA
J,NA,"Rotteveel, Mark; Phaf, R. Hans",NA,NA,NA,NA,NA,NA,NA,Mere exposure in reverse: Mood and motion modulate memory bias,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1323,1346,NA,10.1080/02699930701438319,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,WOS:000250404100008,NA
J,NA,"Smith, Linda B.; Breazeal, Cynthia",NA,NA,NA,NA,NA,NA,NA,The dynamic lift of developmental process,NA,NA,NA,NA,NA,NA,NA,DEVELOPMENTAL SCIENCE,NA,NA,NA,10,1,NA,NA,61,68,NA,10.1111/j.1467-7687.2007.00565.x,NA,NA,7-Jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,WOS:000242958800010,NA
J,NA,"Beilock, Sian L.; Holt, Lauren E.",NA,NA,NA,NA,NA,NA,NA,Embodied preference judgments - Can likeability be driven by the motor system?,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,18,1,NA,NA,51,57,NA,10.1111/j.1467-9280.2007.01848.x,NA,NA,7-Jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,WOS:000244797500012,NA
J,NA,"Van Elk, Michiel",NA,NA,NA,NA,NA,NA,NA,Cognitive science meets the design plan,NA,NA,NA,NA,NA,NA,NA,SOUTH AFRICAN JOURNAL OF PHILOSOPHY,NA,NA,NA,26,3,NA,NA,319,329,NA,10.4314/sajpem.v26i3.31483,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000250346700006,NA
J,NA,"Demaree, Heath A.; Robinson, Jennifer L.; Pu, Jie; Allen, John J. B.",NA,NA,NA,NA,NA,NA,NA,Strategies actually employed during response-focused emotion regulation research: Affective and physiological consequences,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,8,NA,NA,1248,1260,NA,10.1080/02699930500405303,NA,NA,6-Dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,WOS:000243384000011,NA
J,NA,"Maxwell, Bruce",NA,NA,NA,NA,NA,NA,NA,Naturalized compassion: a critique of Nussbaum on literature as education for compassionate citizenry,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MORAL EDUCATION,NA,NA,NA,35,3,NA,NA,335,352,NA,10.1080/03057240600874463,NA,NA,6-Sep,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000240867000004,NA
J,NA,"Sinaceur, Marwan; Tiedens, Larissa Z.",NA,NA,NA,NA,NA,NA,NA,Get mad and get more than even: When and why anger expression is effective in negotiations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,42,3,NA,NA,314,322,NA,10.1016/j.jesp.2005.05.002,NA,NA,6-May,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,WOS:000237637100005,NA
J,NA,"Lynch, TR; Chapman, AL; Rosenthal, MZ; Kuo, JR; Linehan, MM",NA,NA,NA,NA,NA,NA,NA,Mechanisms of change in dialectical behavior therapy: Theoretical and empirical observations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CLINICAL PSYCHOLOGY,NA,NA,NA,62,4,NA,NA,459,480,NA,10.1002/jclp.20243,NA,NA,6-Apr,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,WOS:000236409400005,NA
J,NA,"Zapf, D; Holz, M",NA,NA,NA,NA,NA,NA,NA,On the positive and negative effects of emotion work in organizations,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,NA,NA,NA,15,1,NA,NA,1,28,NA,10.1080/13594320500412199,NA,NA,6-Mar,2006,NA,NA,NA,NA,NA,25th International Congress of Applied Psychology,"JUL 07-12, 2002",NA,"Singapore, SINGAPORE",223,NA,NA,NA,NA,NA,NA,WOS:000236129400001,NA
J,NA,"Ito, TA; Chiao, KW; Devine, PG; Lorig, TS; Cacioppo, JT",NA,NA,NA,NA,NA,NA,NA,The influence of facial feedback on race bias,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,17,3,NA,NA,256,261,NA,10.1111/j.1467-9280.2006.01694.x,NA,NA,6-Mar,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,WOS:000235537400013,NA
J,NA,"Demaree, HA; Pu, J; Robinson, JL; Schmeichel, BJ; Everhart, ED",NA,NA,NA,NA,NA,NA,NA,Predicting facial valence to negative stimuli from resting RSA: Not a function of active emotion regulation,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,2,NA,NA,161,176,NA,10.1080/02699930500260427,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,WOS:000236285200001,NA
J,NA,"Detweiler-Bedell, B; Detweiler-Bedell, JB; Salovey, P",NA,NA,NA,NA,NA,NA,NA,Mood-congruent perceptions of success depend on self-other framing,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,2,NA,NA,196,216,NA,10.1080/02699930500294996,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000236285200003,NA
J,NA,"Effron, Daniel A.; Niedenthal, Paula M.; Gil, Sandrine; Droit-Volet, Sylvie",NA,NA,NA,NA,NA,NA,NA,Embodied temporal perception of emotion,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,6,1,NA,NA,1,9,NA,10.1037/1528-3542.6.1.1,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,WOS:000237549800001,NA
J,NA,"Sigall, H; Johnson, M",NA,NA,NA,NA,NA,NA,NA,The relationship between facial contact with a pillow and mood,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,36,2,NA,NA,505,526,NA,10.1111/j.0021-9029.2006.00017.x,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000236518900010,NA
J,NA,"Demaree, HA; Schmeichel, BJ; Robinson, JL; Pu, J; Everhart, DE; Berntson, GG",NA,NA,NA,NA,NA,NA,NA,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,71,1,NA,NA,90,99,NA,10.1016/j.biopsycho.2005.02.006,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,WOS:000234530500011,NA
J,NA,"Marsh, KL; Richardson, MJ; Baron, RM; Schmidt, RC",NA,NA,NA,NA,NA,NA,NA,Contrasting approaches to perceiving and acting with others,NA,NA,NA,NA,NA,NA,NA,ECOLOGICAL PSYCHOLOGY,NA,NA,NA,18,1,NA,NA,1,38,NA,10.1207/s15326969eco1801_1,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,WOS:000236135100001,NA
J,NA,"Emens, EF",NA,NA,NA,NA,NA,NA,NA,"The sympathetic discriminator: Mental illness, hedonic costs, and the ADA",NA,NA,NA,NA,NA,NA,NA,GEORGETOWN LAW JOURNAL,NA,NA,NA,94,2,NA,NA,399,487,NA,NA,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,WOS:000235951400003,NA
J,NA,"Soussignan, Robert; Nadel, Jacqueline; Canet, Pierre; Gerardin, Priscille",NA,NA,NA,NA,NA,NA,NA,Sensitivity to social contingency and positive emotion in 2-month-olds,NA,NA,NA,NA,NA,NA,NA,INFANCY,NA,NA,NA,10,2,NA,NA,123,144,NA,10.1207/s15327078in1002_2,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000240803400002,NA
J,NA,"Centerbar, DB; Clore, GL",NA,NA,NA,NA,NA,NA,NA,Do approach-avoidance actions create attitudes?,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,17,1,NA,NA,22,29,NA,10.1111/j.1467-9280.2005.01660.x,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,WOS:000234090200005,NA
J,NA,"Hagemann, T; Levenson, RW; Gross, JJ",NA,NA,NA,NA,NA,NA,NA,Expressive suppression during an acoustic startle,NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,43,1,NA,NA,104,112,NA,10.1111/j.1469-8986.2006.00382.x,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,WOS:000236634400011,NA
J,NA,"Breazeal, C; Buchsbaum, D; Gray, J; Gatenby, D; Blumberg, B",NA,NA,NA,NA,NA,NA,NA,Learning from and about others: Towards using imitation to bootstrap the social understanding of others by robots,NA,NA,NA,NA,NA,NA,NA,ARTIFICIAL LIFE,NA,NA,NA,11,2-Jan,NA,NA,31,62,NA,10.1162/1064546053278955,NA,NA,WIN 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,WOS:000227354800004,NA
J,NA,"Gawronski, B; Bodenhausen, GV",NA,NA,NA,NA,NA,NA,NA,Accessibility effects on implicit social cognition: The role of knowledge activation and retrieval experiences,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,89,5,NA,NA,672,685,NA,10.1037/0022-3514.89.5.672,NA,NA,5-Nov,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,WOS:000234058000002,NA
