UT,PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,PM
WOS:000250059800003,J,"Fazio, Russell H.",NA,NA,NA,NA,NA,NA,NA,Attitudes as object-evaluation associations of varying strength,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITION,NA,NA,NA,25,5,NA,NA,603,637,NA,10.1521/soco.2007.25.5.603,NA,NA,7-Oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA
WOS:000252245400003,J,"Oberman, Lindsay M.; Winklelman, Piotr; Ramachandran, Vilayanur S.",NA,NA,NA,NA,NA,NA,NA,Face to face: Blocking facial mimicry can selectively impair recognition of emotional expressions,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,2,4-Mar,NA,NA,167,178,NA,10.1080/17470910701391943,NA,NA,SEP-DEC 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA
WOS:000252245400005,J,"Mondillon, Laurie; Niedenthal, Paula M.; Gil, Sandrine; Drolt-Volet, Sylvie",NA,NA,NA,NA,NA,NA,NA,Imitation of in-group versus out-group members' facial expressions of anger: A test with a time perception task,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,2,4-Mar,NA,NA,223,237,NA,10.1080/17470910701376894,NA,NA,SEP-DEC 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
WOS:000248532900015,J,"Reisenzein, Rainer; Studtmann, Markus",NA,NA,NA,NA,NA,NA,NA,"On the expression and experience of surprise: No evidence for facial feedback, but evidence for a reverse self-inference effect",NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,7,3,NA,NA,612,627,NA,10.1037/1528-3542.7.3.612,NA,NA,7-Aug,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
WOS:000246991100003,J,"Dunn, Elizabeth W.; Biesanz, Jeremy C.; Human, Lauren J.; Finn, Stephanie",NA,NA,NA,NA,NA,NA,NA,Misunderstanding the affective consequences of everyday social interactions: The hidden benefits of putting one's best face forward,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,92,6,NA,NA,990,1005,NA,10.1037/0022-3514.92.6.990,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
WOS:000246886000001,J,"Ansfield, Matthew E.",NA,NA,NA,NA,NA,NA,NA,Smiling when distressed: When a smile is a frown turned upside down,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,33,6,NA,NA,763,775,NA,10.1177/0146167206297398,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
WOS:000248841300005,J,"Havas, David A.; Glenberg, Arthur M.; Rinck, Mike",NA,NA,NA,NA,NA,NA,NA,Emotion simulation during language comprehension,NA,NA,NA,NA,NA,NA,NA,PSYCHONOMIC BULLETIN & REVIEW,NA,NA,NA,14,3,NA,NA,436,441,NA,10.3758/BF03194085,NA,NA,7-Jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA
WOS:000246554000039,J,"Niedenthal, Paula M.",NA,NA,NA,NA,NA,NA,NA,Embodying emotion,NA,NA,NA,NA,NA,NA,NA,SCIENCE,NA,NA,NA,316,5827,NA,NA,1002,1005,NA,10.1126/science.1136930,NA,NA,MAY 18 2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,NA,NA,NA,NA,NA
WOS:000245145900004,J,"Barsade, Sigal G.; Gibson, Donald E.",NA,NA,NA,NA,NA,NA,NA,Why does affect matter in organizations?,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT PERSPECTIVES,NA,NA,NA,21,1,NA,NA,36,59,NA,10.5465/AMP.2007.24286163,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,NA,NA,NA,NA,NA,NA,NA
WOS:000243818900001,J,"Bach, Patric; Tipper, Steven P.",NA,NA,NA,NA,NA,NA,NA,Implicit action encoding influences personal-trait judgments,NA,NA,NA,NA,NA,NA,NA,COGNITION,NA,NA,NA,102,2,NA,NA,151,178,NA,10.1016/j.cognition.2005.11.003,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
WOS:000244568100001,J,"Marsh, Abigail A.; Ambady, Nalini",NA,NA,NA,NA,NA,NA,NA,The influence of the fear facial expression on prosocial responding,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,2,NA,NA,225,247,NA,10.1080/02699930600652234,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
WOS:000243768800014,J,"Shockley, Kevin; Baker, Aimee A.; Richardson, Michael J.; Fowler, Carol A.",NA,NA,NA,NA,NA,NA,NA,Articulatory constraints on interpersonal postural coordination,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NA,NA,NA,33,1,NA,NA,201,208,NA,10.1037/0096-1523.33.1.201,NA,NA,7-Feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
WOS:000246617100001,J,"Cohen, Dov; Hoshino-Browne, Etsuko; Leung, Angela K. -y.",NA,NA,NA,NA,NA,NA,NA,Culture and the structure of personal experience: Insider and outsider phenomenologies of the self and social world,NA,NA,NA,NA,NA,NA,NA,Advances in Experimental Social Psychology,NA,NA,NA,39,NA,NA,NA,1,67,NA,10.1016/S0065-2601(06)39001-6,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
WOS:000250404100001,J,"Eder, Andreas B.; Hommel, Bernhard; De Houwer, Jan",NA,NA,NA,NA,NA,NA,NA,How distinctive is affective processing? On the implications of using cognitive paradigms to study affect and emotion,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1137,1154,NA,10.1080/02699930701437386,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
WOS:000250404100005,J,"Moors, Agnes",NA,NA,NA,NA,NA,NA,NA,Can cognitive methods be used to study the unique aspect of emotion: An appraisal theorist's answer,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1238,1269,NA,10.1080/02699930701438061,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
WOS:000250404100006,J,"Lavender, Tristan; Hommel, Bernhard",NA,NA,NA,NA,NA,NA,NA,Affect and action: Towards an event-coding account,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1270,1296,NA,10.1080/02699930701438152,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA
WOS:000250404100008,J,"Rotteveel, Mark; Phaf, R. Hans",NA,NA,NA,NA,NA,NA,NA,Mere exposure in reverse: Mood and motion modulate memory bias,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,21,6,NA,NA,1323,1346,NA,10.1080/02699930701438319,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
WOS:000242958800010,J,"Smith, Linda B.; Breazeal, Cynthia",NA,NA,NA,NA,NA,NA,NA,The dynamic lift of developmental process,NA,NA,NA,NA,NA,NA,NA,DEVELOPMENTAL SCIENCE,NA,NA,NA,10,1,NA,NA,61,68,NA,10.1111/j.1467-7687.2007.00565.x,NA,NA,7-Jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
WOS:000244797500012,J,"Beilock, Sian L.; Holt, Lauren E.",NA,NA,NA,NA,NA,NA,NA,Embodied preference judgments - Can likeability be driven by the motor system?,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,18,1,NA,NA,51,57,NA,10.1111/j.1467-9280.2007.01848.x,NA,NA,7-Jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA
WOS:000250346700006,J,"Van Elk, Michiel",NA,NA,NA,NA,NA,NA,NA,Cognitive science meets the design plan,NA,NA,NA,NA,NA,NA,NA,SOUTH AFRICAN JOURNAL OF PHILOSOPHY,NA,NA,NA,26,3,NA,NA,319,329,NA,10.4314/sajpem.v26i3.31483,NA,NA,2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
WOS:000243384000011,J,"Demaree, Heath A.; Robinson, Jennifer L.; Pu, Jie; Allen, John J. B.",NA,NA,NA,NA,NA,NA,NA,Strategies actually employed during response-focused emotion regulation research: Affective and physiological consequences,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,8,NA,NA,1248,1260,NA,10.1080/02699930500405303,NA,NA,6-Dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
WOS:000240867000004,J,"Maxwell, Bruce",NA,NA,NA,NA,NA,NA,NA,Naturalized compassion: a critique of Nussbaum on literature as education for compassionate citizenry,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MORAL EDUCATION,NA,NA,NA,35,3,NA,NA,335,352,NA,10.1080/03057240600874463,NA,NA,6-Sep,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
WOS:000237637100005,J,"Sinaceur, Marwan; Tiedens, Larissa Z.",NA,NA,NA,NA,NA,NA,NA,Get mad and get more than even: When and why anger expression is effective in negotiations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,NA,NA,NA,42,3,NA,NA,314,322,NA,10.1016/j.jesp.2005.05.002,NA,NA,6-May,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA
WOS:000236409400005,J,"Lynch, TR; Chapman, AL; Rosenthal, MZ; Kuo, JR; Linehan, MM",NA,NA,NA,NA,NA,NA,NA,Mechanisms of change in dialectical behavior therapy: Theoretical and empirical observations,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CLINICAL PSYCHOLOGY,NA,NA,NA,62,4,NA,NA,459,480,NA,10.1002/jclp.20243,NA,NA,6-Apr,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,NA,NA
WOS:000236129400001,J,"Zapf, D; Holz, M",NA,NA,NA,NA,NA,NA,NA,On the positive and negative effects of emotion work in organizations,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,NA,NA,NA,15,1,NA,NA,1,28,NA,10.1080/13594320500412199,NA,NA,6-Mar,2006,NA,NA,NA,NA,NA,25th International Congress of Applied Psychology,"JUL 07-12, 2002",NA,"Singapore, SINGAPORE",223,NA,NA,NA,NA,NA,NA,NA
WOS:000235537400013,J,"Ito, TA; Chiao, KW; Devine, PG; Lorig, TS; Cacioppo, JT",NA,NA,NA,NA,NA,NA,NA,The influence of facial feedback on race bias,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,17,3,NA,NA,256,261,NA,10.1111/j.1467-9280.2006.01694.x,NA,NA,6-Mar,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
WOS:000236285200001,J,"Demaree, HA; Pu, J; Robinson, JL; Schmeichel, BJ; Everhart, ED",NA,NA,NA,NA,NA,NA,NA,Predicting facial valence to negative stimuli from resting RSA: Not a function of active emotion regulation,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,2,NA,NA,161,176,NA,10.1080/02699930500260427,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
WOS:000236285200003,J,"Detweiler-Bedell, B; Detweiler-Bedell, JB; Salovey, P",NA,NA,NA,NA,NA,NA,NA,Mood-congruent perceptions of success depend on self-other framing,NA,NA,NA,NA,NA,NA,NA,COGNITION & EMOTION,NA,NA,NA,20,2,NA,NA,196,216,NA,10.1080/02699930500294996,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
WOS:000237549800001,J,"Effron, Daniel A.; Niedenthal, Paula M.; Gil, Sandrine; Droit-Volet, Sylvie",NA,NA,NA,NA,NA,NA,NA,Embodied temporal perception of emotion,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,6,1,NA,NA,1,9,NA,10.1037/1528-3542.6.1.1,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
WOS:000236518900010,J,"Sigall, H; Johnson, M",NA,NA,NA,NA,NA,NA,NA,The relationship between facial contact with a pillow and mood,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,36,2,NA,NA,505,526,NA,10.1111/j.0021-9029.2006.00017.x,NA,NA,6-Feb,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
WOS:000234530500011,J,"Demaree, HA; Schmeichel, BJ; Robinson, JL; Pu, J; Everhart, DE; Berntson, GG",NA,NA,NA,NA,NA,NA,NA,"Up- and down-regulating facial disgust: Affective, vagal, sympathetic, and respiratory consequences",NA,NA,NA,NA,NA,NA,NA,BIOLOGICAL PSYCHOLOGY,NA,NA,NA,71,1,NA,NA,90,99,NA,10.1016/j.biopsycho.2005.02.006,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
WOS:000236135100001,J,"Marsh, KL; Richardson, MJ; Baron, RM; Schmidt, RC",NA,NA,NA,NA,NA,NA,NA,Contrasting approaches to perceiving and acting with others,NA,NA,NA,NA,NA,NA,NA,ECOLOGICAL PSYCHOLOGY,NA,NA,NA,18,1,NA,NA,1,38,NA,10.1207/s15326969eco1801_1,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA
WOS:000235951400003,J,"Emens, EF",NA,NA,NA,NA,NA,NA,NA,"The sympathetic discriminator: Mental illness, hedonic costs, and the ADA",NA,NA,NA,NA,NA,NA,NA,GEORGETOWN LAW JOURNAL,NA,NA,NA,94,2,NA,NA,399,487,NA,NA,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
WOS:000240803400002,J,"Soussignan, Robert; Nadel, Jacqueline; Canet, Pierre; Gerardin, Priscille",NA,NA,NA,NA,NA,NA,NA,Sensitivity to social contingency and positive emotion in 2-month-olds,NA,NA,NA,NA,NA,NA,NA,INFANCY,NA,NA,NA,10,2,NA,NA,123,144,NA,10.1207/s15327078in1002_2,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
WOS:000234090200005,J,"Centerbar, DB; Clore, GL",NA,NA,NA,NA,NA,NA,NA,Do approach-avoidance actions create attitudes?,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,17,1,NA,NA,22,29,NA,10.1111/j.1467-9280.2005.01660.x,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
WOS:000236634400011,J,"Hagemann, T; Levenson, RW; Gross, JJ",NA,NA,NA,NA,NA,NA,NA,Expressive suppression during an acoustic startle,NA,NA,NA,NA,NA,NA,NA,PSYCHOPHYSIOLOGY,NA,NA,NA,43,1,NA,NA,104,112,NA,10.1111/j.1469-8986.2006.00382.x,NA,NA,6-Jan,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
WOS:000227354800004,J,"Breazeal, C; Buchsbaum, D; Gray, J; Gatenby, D; Blumberg, B",NA,NA,NA,NA,NA,NA,NA,Learning from and about others: Towards using imitation to bootstrap the social understanding of others by robots,NA,NA,NA,NA,NA,NA,NA,ARTIFICIAL LIFE,NA,NA,NA,11,2-Jan,NA,NA,31,62,NA,10.1162/1064546053278955,NA,NA,WIN 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA
WOS:000234058000002,J,"Gawronski, B; Bodenhausen, GV",NA,NA,NA,NA,NA,NA,NA,Accessibility effects on implicit social cognition: The role of knowledge activation and retrieval experiences,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,89,5,NA,NA,672,685,NA,10.1037/0022-3514.89.5.672,NA,NA,5-Nov,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
WOS:000231611900003,J,"Sherman, N",NA,NA,NA,NA,NA,NA,NA,Of manners and morals,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF EDUCATIONAL STUDIES,NA,NA,NA,53,3,NA,NA,272,289,NA,10.1111/j.1467-8527.2005.00295.x,NA,NA,5-Sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
WOS:000236226000006,J,"Nowak, A; Vallacher, RR; Zochowski, M",NA,NA,NA,NA,NA,NA,NA,The emergence of personality: Dynamic foundations of individual variation,NA,NA,NA,NA,NA,NA,NA,DEVELOPMENTAL REVIEW,NA,NA,NA,25,4-Mar,NA,NA,351,385,NA,10.1016/j.dr.2005.10.004,NA,NA,SEP-DEC 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
WOS:000232409000006,J,"Phaf, RH; Rotteveel, M",NA,NA,NA,NA,NA,NA,NA,Affective modulation of recognition bias,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,5,3,NA,NA,309,318,NA,10.1037/1528-3542.5.3.309,NA,NA,5-Sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
WOS:000232083500001,J,"Kotchemidova, C",NA,NA,NA,NA,NA,NA,NA,"From good cheer to ""drive-by smiling"": A social history of cheerfulness",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SOCIAL HISTORY,NA,NA,NA,39,1,NA,NA,5,+,NA,10.1353/jsh.2005.0108,NA,NA,FAL 2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
WOS:000227737000010,J,"Malhotra, NK",NA,NA,NA,NA,NA,NA,NA,Attitude and affect: new frontiers of research in the 21st century,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BUSINESS RESEARCH,NA,NA,NA,58,4,NA,NA,477,482,NA,10.1016/S0148-2963(03)00146-2,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
WOS:000229005400007,J,"Raab, M; Green, N",NA,NA,NA,NA,NA,NA,NA,Motion as input: A functional explanation of movement effects on cognitive processes,NA,NA,NA,NA,NA,NA,NA,PERCEPTUAL AND MOTOR SKILLS,NA,NA,NA,100,2,NA,NA,333,348,NA,NA,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
WOS:000229512000004,J,"Gawronski, B; Deutsch, R; Strack, F",NA,NA,NA,NA,NA,NA,NA,Approach/avoidance-related motor actions and the processing of affective stimuli: Incongruency effects in automatic attention allocation,NA,NA,NA,NA,NA,NA,NA,SOCIAL COGNITION,NA,NA,NA,23,2,NA,NA,182,203,NA,10.1521/soco.23.2.182.65627,NA,NA,5-Apr,2005,NA,NA,NA,NA,NA,4th Annual Meeting of the Society-for-Personality-and-Social-Psychology,"FEB, 2003",Soc Personal & Social Psychol,"Los Angeles, CA",19,NA,NA,NA,NA,NA,NA,NA
WOS:000227739700007,J,"Sy, T; Cote, S; Saavedra, R",NA,NA,NA,NA,NA,NA,NA,"The contagious leader: Impact of the leader's mood on the mood of group members, group affective tone, and group processes",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED PSYCHOLOGY,NA,NA,NA,90,2,NA,NA,295,305,NA,10.1037/0021-9010.90.2.295,NA,NA,5-Mar,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,NA,NA,NA,NA
WOS:000229128000001,J,"Camerer, C; Loewenstein, G; Prelec, D",NA,NA,NA,NA,NA,NA,NA,Neuroeconomics: How neuroscience can inform economics,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ECONOMIC LITERATURE,NA,NA,NA,43,1,NA,NA,9,64,NA,10.1257/0022051053737843,NA,NA,5-Mar,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,NA,NA,NA,NA,NA,NA,NA
WOS:000227019200005,J,"Richardson, MJ; Marsh, KL; Schmidt, RC",NA,NA,NA,NA,NA,NA,NA,Effects of visual and verbal interaction on unintentional interpersonal coordination,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NA,NA,NA,31,1,NA,NA,62,79,NA,10.1037/0096-1523.31.1.62,NA,NA,5-Feb,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA
WOS:000234342700105,J,"Ryoo, MS; Seo, YH; Jung, HW; Yang, HS",NA,NA,NA,NA,NA,NA,NA,Affective dialogue communication system with emotional memories for humanoid robots,NA,NA,NA,NA,NA,NA,NA,LECTURE NOTES IN COMPUTER SCIENCE,NA,NA,NA,3784,NA,NA,NA,819,827,NA,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,1st International Conference on Affective Computing and Intelligent Interaction,"OCT 22-24, 2005",Nokia Ltd; Siemens Ltd; Int Speech Commun Assoc; Natl Nat Sci Fdn China; Chinese Assoc Automat; China Soc Image & Graph; China Comp Federat; Natl High-Tech Res & Dev Program,"Beijing, PEOPLES R CHINA",0,NA,NA,NA,NA,NA,NA,NA
WOS:000232877900002,J,"Prinz, J",NA,NA,NA,NA,NA,NA,NA,Are emotions feelings?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSCIOUSNESS STUDIES,NA,NA,NA,12,10-Aug,NA,NA,9,25,NA,NA,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
WOS:000230780500001,J,"Niedenthal, PM; Barsalou, LW; Winkielman, P; Krauth-Gruber, S; Ric, F",NA,NA,NA,NA,NA,NA,NA,"Embodiment in attitudes, social perception, and emotion",NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,NA,NA,NA,9,3,NA,NA,184,211,NA,10.1207/s15327957pspr0903_1,NA,NA,2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,NA,NA,NA,NA,NA,NA,NA
WOS:000226383200002,J,"Markman, AB; Brendl, CM",NA,NA,NA,NA,NA,NA,NA,Constraining theories of embodied cognition,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,16,1,NA,NA,6,10,NA,10.1111/j.0956-7976.2005.00772.x,NA,NA,5-Jan,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA
WOS:000224313600003,J,"Demaree, HA; Robinson, JL; Everhart, DE; Schmeichel, BJ",NA,NA,NA,NA,NA,NA,NA,Resting RSA is associated with natural and self-regulated responses to negative emotional stimuli,NA,NA,NA,NA,NA,NA,NA,BRAIN AND COGNITION,NA,NA,NA,56,1,NA,NA,14,23,NA,10.1016/j.bandc.2004.05.001,NA,NA,4-Oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
WOS:000225005900007,J,"Spoor, JR; Kelly, JR",NA,NA,NA,NA,NA,NA,NA,The evolutionary significance of affect in groups: Communication and group bonding,NA,NA,NA,NA,NA,NA,NA,GROUP PROCESSES & INTERGROUP RELATIONS,NA,NA,NA,7,4,NA,NA,398,412,NA,10.1177/1368430204046145,NA,NA,4-Oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA
WOS:000224093700006,J,"Cretenet, J; Dru, V",NA,NA,NA,NA,NA,NA,NA,The influence of unilateral and bilateral arm flexion versus extension on judgments: An exploratory case of motor congruence,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,3,NA,NA,282,294,NA,10.1037/1528-3542.4.3.282,NA,NA,4-Sep,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
WOS:000224129300016,J,"Yeung, CWM; Wyer, RS",NA,NA,NA,NA,NA,NA,NA,"Affect, appraisal, and consumer judgment",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,31,2,NA,NA,412,424,NA,10.1086/422119,NA,NA,4-Sep,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA
WOS:000223634000004,J,"Dibben, N",NA,NA,NA,NA,NA,NA,NA,The role of peripheral feedback in emotional experience with music,NA,NA,NA,NA,NA,NA,NA,MUSIC PERCEPTION,NA,NA,NA,22,1,NA,NA,79,115,NA,10.1525/mp.2004.22.1.79,NA,NA,FAL 2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
WOS:000224030500001,J,"Berkowitz, L; Harmon-Jones, E",NA,NA,NA,NA,NA,NA,NA,Toward an understanding of the determinants of anger,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,107,130,NA,10.1037/1528-3542.4.2.107,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA
WOS:000224030500004,J,"Clore, GL; Centerbar, DB",NA,NA,NA,NA,NA,NA,NA,Analyzing anger: How to make people mad,NA,NA,NA,NA,NA,NA,NA,EMOTION,NA,NA,NA,4,2,NA,NA,139,144,NA,10.1037/1528-3542.4.2.139,NA,NA,4-Jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
