PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM,case,pubYear
J,NA,"Wenzel, Mario; Lind, Marina; Rowland, Zarah; Zahn, Daniala; Kubiak, Thomas",NA,NA,NA,NA,NA,NA,NA,The Limits of Ego Depletion A Crossover Study on the Robustness of Performance Deterioration in Consecutive Tasks,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,292,304,NA,10.1027/1864-9335/a000365,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000495020100003,NA,baumeister,2019
J,NA,"Furley, Philip; Kohlhaas, Sebastian; Englert, Chris; Nieuwenhuys, Arne; Bertrams, Alex",NA,NA,NA,NA,NA,NA,NA,The Expression of Ego Depletion Thin Slices of Nonverbal Behavior as Cues to Momentary Self-Control Capacity,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,305,321,NA,10.1027/1864-9335/a000370,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000495020100004,NA,baumeister,2019
J,NA,"Silvestrini, Nicolas; Vuignier, Elodie; Matthey, Alain; Piguet, Valerie",NA,NA,NA,NA,NA,NA,NA,The Perception of Available Resources Influences the After-Effect of Cognitive Control on Cognitive Performance and Pain,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,332,344,NA,10.1027/1864-9335/a000386,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000495020100006,NA,baumeister,2019
J,NA,"Wimmer, Marina C.; Dome, Lenard; Hancock, Peter J. B.; Wennekers, Thomas",NA,NA,NA,NA,NA,NA,NA,Is the Letter Cancellation Task a Suitable Index of Ego Depletion? Empirical and Conceptual Issues,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,345,354,NA,10.1027/1864-9335/a000393,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000495020100007,NA,baumeister,2019
J,NA,"Giacomantonio, Mauro; Jordan, Jennifer; Fennis, Bob M.",NA,NA,NA,NA,NA,NA,NA,Intense Self-Regulatory Effort Increases Need for Conservation and Reduces Attractiveness of Energy-Requiring Rewards,NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,355,369,NA,10.1027/1864-9335/a000395,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000495020100008,NA,baumeister,2019
J,NA,"Inzlicht, Michael; Friese, Malte",NA,NA,NA,NA,NA,NA,NA,"The Past, Present, and Future of Ego Depletion",NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY,NA,NA,NA,50,6-May,NA,NA,370,378,NA,10.1027/1864-9335/a000398,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000495020100009,NA,baumeister,2019
J,NA,"Brevers, Damien; Turel, Ofir",NA,NA,NA,NA,NA,NA,NA,Strategies for self-controlling social media use: Classification and role in preventing social media addiction symptoms,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BEHAVIORAL ADDICTIONS,NA,NA,NA,8,3,NA,NA,554,563,NA,10.1556/2006.8.2019.49,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000488620700020,NA,baumeister,2019
J,NA,"Lee, Wei-Tau; Zhang, Hao; Funk, Kenneth H., II",NA,NA,NA,NA,NA,NA,NA,The psychology of organizational and social sustainability,NA,NA,NA,NA,NA,NA,NA,FRONTIERS OF ENGINEERING MANAGEMENT,NA,NA,NA,6,3,NA,NA,336,350,NA,10.1007/s42524-019-0029-0,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000484617500004,NA,baumeister,2019
B,NA,"Tunney, Richard",NA,NA,NA,NA,NA,NA,NA,Self-control in animals and people,NA,NA,NA,NA,NA,NA,NA,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,72,9,NA,NA,2362,2364,NA,10.1177/1747021819847914,NA,NA,19-Sep,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000484147500018,NA,baumeister,2019
J,NA,"Bertrams, Alex; Englert, Chris",NA,NA,NA,NA,NA,NA,NA,"Creative Flexibility Performance Is Neither Related to Anxiety, Nor to Self-Control Strength, Nor to Their Interaction",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,10,NA,NA,NA,NA,NA,1999,10.3389/fpsyg.2019.01999,NA,NA,AUG 28 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000482939300001,NA,baumeister,2019
J,NA,"Van Laar, Colette; Meeussen, Loes; Veldman, Jenny; Van Grootel, Sanne; Sterk, Naomi; Jacobs, Catho",NA,NA,NA,NA,NA,NA,NA,"Coping With Stigma in the Workplace: Understanding the Role of Threat Regulation, Supportive Factors, and Potential Hidden Costs",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,10,NA,NA,NA,NA,NA,1879,10.3389/fpsyg.2019.01879,NA,NA,AUG 27 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000482840300003,NA,baumeister,2019
J,NA,"Afifi, Tamara; Granger, Douglas; Ersig, Anne; Tsalikian, Eva; Shahnazi, Ariana; Davis, Sharde; Harrison, Kathryn; Callejas, Michelle Acevedo; Scranton, Audrey",NA,NA,NA,NA,NA,NA,NA,Testing the Theory of Resilience and Relational Load (TRRL) in Families with Type I Diabetes,NA,NA,NA,NA,NA,NA,NA,HEALTH COMMUNICATION,NA,NA,NA,34,10,NA,NA,1107,1119,NA,10.1080/10410236.2018.1461585,NA,NA,AUG 24 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000479094000004,NA,baumeister,2019
J,NA,"Lavelle, James J.; Rupp, Deborah E.; Herda, David N.; Pandey, Alankrita; Lauck, John R.",NA,NA,NA,NA,NA,NA,NA,"Customer Injustice and Employee Performance: Roles of Emotional Exhaustion, Surface Acting, and Emotional Demands-Abilities Fit",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MANAGEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNSP 0149206319869426,10.1177/0149206319869426,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000483367700001,NA,baumeister,2019
J,NA,"Runge, Yannick; Frings, Christian; Tempel, Tobias",NA,NA,NA,NA,NA,NA,NA,Saving-enhanced performance: saving items after study boosts performance in subsequent cognitively demanding tasks,NA,NA,NA,NA,NA,NA,NA,MEMORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09658211.2019.1654520,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000481267600001,NA,baumeister,2019
J,NA,"Drazyk, Dominika; Kumka, Martyna; Zarzycka, Katarzyna; Zguda, Paulina; Chuderski, Adam",NA,NA,NA,NA,NA,NA,NA,No indication that the ego depletion manipulation can affect insight: a comment on DeCaro and Van Stockum (2018),NA,NA,NA,NA,NA,NA,NA,THINKING & REASONING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/13546783.2019.1649191,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000480662800001,NA,baumeister,2019
J,NA,"Wang, I-An; Tsai, Hung-Yu; Lee, Meng-Hsiu; Ko, Ren-Chang",NA,NA,NA,NA,NA,NA,NA,The effect of work-family conflict on emotional exhaustion and job performance among service workers: the cross-level moderating effects of organizational reward and caring,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09585192.2019.1651373,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000480661900001,NA,baumeister,2019
J,NA,"Przepiorka, Aneta; Blachnio, Agata; Siu, Nicolson Yat-Fan",NA,NA,NA,NA,NA,NA,NA,"The relationships between self-efficacy, self-control, chronotype, procrastination and sleep problems in young adults",NA,NA,NA,NA,NA,NA,NA,CHRONOBIOLOGY INTERNATIONAL,NA,NA,NA,36,8,NA,NA,1025,1035,NA,10.1080/07420528.2019.1607370,NA,NA,AUG 3 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000475657800001,NA,baumeister,2019
J,NA,"Hurley, Patrick J.",NA,NA,NA,NA,NA,NA,NA,Ego depletion and auditors' JDM quality,NA,NA,NA,NA,NA,NA,NA,ACCOUNTING ORGANIZATIONS AND SOCIETY,NA,NA,NA,77,NA,NA,NA,NA,NA,UNSP 101048,10.1016/j.aos.2019.03.001,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000485856300004,NA,baumeister,2019
J,NA,"Dionisi, Angela M.; Barling, Julian",NA,NA,NA,NA,NA,NA,NA,What happens at home does not stay at home: The role of family and romantic partner conflict in destructive leadership,NA,NA,NA,NA,NA,NA,NA,STRESS AND HEALTH,NA,NA,NA,35,3,NA,NA,304,317,NA,10.1002/smi.2858,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000482964700006,NA,baumeister,2019
J,NA,"Porck, Jeanine P.; Matta, Fadel K.; Hollenbeck, John R.; Oh, Jo K.; Lanaj, Klodiana; Lee, Stephanie M.",NA,NA,NA,NA,NA,NA,NA,SOCIAL IDENTIFICATION IN MULTITEAM SYSTEMS: THE ROLE OF DEPLETION AND TASK COMPLEXITY,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT JOURNAL,NA,NA,NA,62,4,NA,NA,1137,1162,NA,10.5465/amj.2017.0466,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000482206400008,NA,baumeister,2019
J,NA,"Chan, Elaine; Briers, Barbara",NA,NA,NA,NA,NA,NA,NA,It's the End of the Competition: When Social Comparison Is Not Always Motivating for Goal Achievement,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF CONSUMER RESEARCH,NA,NA,NA,46,2,NA,NA,351,370,NA,10.1093/jcr/ucy075,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000482137800008,NA,baumeister,2019
J,NA,"Suchy, Yana; Niermeyer, Madison A.; Franchow, Emilie, I; Ziemnik, Rosemary E.",NA,NA,NA,NA,NA,NA,NA,Naturally Occurring Expressive Suppression is Associated with Lapses in Instrumental Activities of Daily Living Among Community-Dwelling Older Adults,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,NA,NA,NA,25,7,NA,NA,718,728,PII S1355617719000328,10.1017/S1355617719000328,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000480244300007,NA,baumeister,2019
J,NA,"Kremer, Telma; Mamede, Silvia; van den Broek, Walter W.; Schmidt, Henk G.; Nunes, Maria do P. T.; Martins, Milton A.",NA,NA,NA,NA,NA,NA,NA,Influence of negative emotions on residents' learning of scientific information: an experimental study,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES ON MEDICAL EDUCATION,NA,NA,NA,8,4,NA,NA,209,215,NA,10.1007/s40037-019-00525-8,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000479054400002,NA,baumeister,2019
J,NA,"Shepherd, Brittnie R.; Fritz, Charlotte; Hammer, Leslie B.; Guros, Frankie; Meier, David",NA,NA,NA,NA,NA,NA,NA,Emotional Demands and Alcohol Use in Corrections: A Moderated Mediation Model,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,NA,NA,NA,24,4,NA,NA,438,449,NA,10.1037/ocp0000114,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000478030700003,NA,baumeister,2019
J,NA,"Wang, Zhongjun; Jex, Steve M.; Peng, Yisheng; Liu, Lidan; Wang, Sisi",NA,NA,NA,NA,NA,NA,NA,Emotion Regulation in Supervisory Interactions and Marital Well-Being: A Spillover-Crossover Perspective,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF OCCUPATIONAL HEALTH PSYCHOLOGY,NA,NA,NA,24,4,NA,NA,467,481,NA,10.1037/ocp0000150,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000478030700005,NA,baumeister,2019
J,NA,"Cundiff, Jenny M.; Jennings, J. Richard; Matthews, Karen A.",NA,NA,NA,NA,NA,NA,NA,Social Stratification and Risk for Cardiovascular Disease: Examination of Emotional Suppression as a Pathway to Risk,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,45,8,NA,NA,1202,1215,NA,10.1177/0146167218808504,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000473461800004,NA,baumeister,2019
J,NA,"Sieber, Vanda; Flueckiger, Lavinia; Mata, Jutta; Bernecker, Katharina; Job, Veronika",NA,NA,NA,NA,NA,NA,NA,Autonomous Goal Striving Promotes a Nonlimited Theory About Willpower,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,NA,NA,NA,45,8,NA,NA,1295,1307,NA,10.1177/0146167218820921,NA,NA,19-Aug,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000473461800010,NA,baumeister,2019
J,NA,"Martin-Cuellar, Ashley; Lardier, David T., Jr.; Atencio, David J.",NA,NA,NA,NA,NA,NA,NA,Therapist mindfulness and subjective vitality: the role of psychological wellbeing and compassion satisfaction,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MENTAL HEALTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09638237.2019.1644491,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000479964100001,NA,baumeister,2019
J,NA,"Persson, Emil; Barrafrem, Kinga; Meunier, Andreas; Tinghog, Gustav",NA,NA,NA,NA,NA,NA,NA,The effect of decision fatigue on surgeons' clinical decision making,NA,NA,NA,NA,NA,NA,NA,HEALTH ECONOMICS,NA,NA,NA,28,10,NA,NA,1194,1203,NA,10.1002/hec.3933,NA,NA,19-Oct,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,WOS:000479690400001,NA,baumeister,2019
J,NA,"Cheung, Tracy T. L.; Gillebaart, Marleen; Kroese, Floor M.; Marchiori, David; Fennis, Bob M.; De Ridder, Denise T. D.",NA,NA,NA,NA,NA,NA,NA,Cueing healthier alternatives for take-away: a field experiment on the effects of (disclosing) three nudges on food choices,NA,NA,NA,NA,NA,NA,NA,BMC PUBLIC HEALTH,NA,NA,NA,19,1,NA,NA,NA,NA,974,10.1186/s12889-019-7323-y,NA,NA,JUL 22 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000484302000005,NA,baumeister,2019
J,NA,"Stasielowicz, Lukasz",NA,NA,NA,NA,NA,NA,NA,Does ego depletion impair adaptive performance? A longitudinal analysis,NA,NA,NA,NA,NA,NA,NA,COGENT PSYCHOLOGY,NA,NA,NA,6,1,NA,NA,NA,NA,1640340,10.1080/23311908.2019.1640340,NA,NA,JUL 9 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000476483600001,NA,baumeister,2019
J,NA,"Desrochers, Camille; Leger, Pierre-Majorique; Fredette, Marc; Mirhoseini, Seyedmohammadmahdi; Senecal, Sylvain",NA,NA,NA,NA,NA,NA,NA,The arithmetic complexity of online grocery shopping: the moderating role of product pictures,NA,NA,NA,NA,NA,NA,NA,INDUSTRIAL MANAGEMENT & DATA SYSTEMS,NA,NA,NA,119,6,NA,NA,1206,1222,NA,10.1108/IMDS-04-2018-0151,NA,NA,JUL 8 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000479274400003,NA,baumeister,2019
J,NA,"Christopher, Deven M.; Rosselli, Monica",NA,NA,NA,NA,NA,NA,NA,Information technology induced attentional switching effects on inhibitory control,NA,NA,NA,NA,NA,NA,NA,APPLIED NEUROPSYCHOLOGY-ADULT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/23279095.2019.1633535,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000475094500001,NA,baumeister,2019
J,NA,"Koppel, Lina; Andersson, David; Vastfjall, Daniel; Tinghog, Gustav",NA,NA,NA,NA,NA,NA,NA,No Effect of Ego Depletion on Risk Taking,NA,NA,NA,NA,NA,NA,NA,SCIENTIFIC REPORTS,NA,NA,NA,9,NA,NA,NA,NA,NA,9724,10.1038/s41598-019-46103-0,NA,NA,JUL 5 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000474230900004,NA,baumeister,2019
J,NA,"Osgood, Jeffrey M.",NA,NA,NA,NA,NA,NA,NA,"Ego-depletion increases selfish decision making, but may also increase self-conflict and regret about those decisions",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,159,4,NA,NA,417,430,NA,10.1080/00224545.2018.1505706,NA,NA,JUL 4 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000474437500005,NA,baumeister,2019
J,NA,"Dahm, Patricia C.; Kim, Yeonka (Sophia); Glomb, Theresa M.",NA,NA,NA,NA,NA,NA,NA,"Leaning In and Out: Work-Life Tradeoffs, Self-Conscious Emotions, and Life Role Satisfaction",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PSYCHOLOGY,NA,NA,NA,153,5,NA,NA,478,506,NA,10.1080/00223980.2019.1566685,NA,NA,JUL 4 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000470674400002,NA,baumeister,2019
J,NA,"Chen, Pin-Hao A.; Kelley, William M.; Lopez, Richard B.; Heatherton, Todd F.",NA,NA,NA,NA,NA,NA,NA,Reducing reward responsivity and daily food desires in female dieters through domain-specific training,NA,NA,NA,NA,NA,NA,NA,SOCIAL NEUROSCIENCE,NA,NA,NA,14,4,NA,NA,470,483,NA,10.1080/17470919.2018.1495667,NA,NA,JUL 4 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000468824700009,NA,baumeister,2019
J,NA,"Stocker, Eva; Englert, Chris; Seiler, Roland",NA,NA,NA,NA,NA,NA,NA,Self-Control Strength and Mindfulness in Physical Exercise Performance: Does a Short Mindfulness Induction Compensate for the Detrimental Ego Depletion Effect?,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SPORT PSYCHOLOGY,NA,NA,NA,31,3,NA,NA,324,339,NA,10.1080/10413200.2018.1471754,NA,NA,JUL 3 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000472533000005,NA,baumeister,2019
J,NA,"Rydstedt, Leif W.; Johnsen, Svein Age Kjos",NA,NA,NA,NA,NA,NA,NA,Towards an integration of recovery and restoration theories,NA,NA,NA,NA,NA,NA,NA,HELIYON,NA,NA,NA,5,7,NA,NA,NA,NA,e02023,10.1016/j.heliyon.2019.e02023,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000478663100053,NA,baumeister,2019
J,NA,"Wenzel, Mario; Rowland, Zarah; Zahn, Daniela; Kubiak, Thomas",NA,NA,NA,NA,NA,NA,NA,Let There Be Variance: Individual Differences in Consecutive Self-control in a Laboratory Setting and Daily Life,NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF PERSONALITY,NA,NA,NA,33,4,NA,NA,468,487,NA,10.1002/per.2208,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000478650900003,NA,baumeister,2019
J,NA,"Mcclean, Shawn T.; Barnes, Christopher M.; Courtright, Stephen H.; Johnson, Russell E.",NA,NA,NA,NA,NA,NA,NA,RESETTING THE CLOCK ON DYNAMIC LEADER BEHAVIORS: A CONCEPTUAL INTEGRATION AND AGENDA FOR FUTURE RESEARCH,NA,NA,NA,NA,NA,NA,NA,ACADEMY OF MANAGEMENT ANNALS,NA,NA,NA,13,2,NA,NA,479,508,NA,10.5465/annals.2017.0081,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,WOS:000475725200004,NA,baumeister,2019
J,NA,"Goldschmied, Nadav; Vira, Damien",NA,NA,NA,NA,NA,NA,NA,The experience of ego threat in the public arena: A study of air ball shots performance in collegiate basketball,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,49,7,NA,NA,409,415,NA,10.1111/jasp.12591,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000474773200002,NA,baumeister,2019
J,NA,"Zhang, Yajun; Yam, Kai Chi; Kouchaki, Maryam; Zhang, Junwei",NA,NA,NA,NA,NA,NA,NA,Cut You Some Slack? An Investigation of the Perceptions of a Depleted Employee's Unethicality,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BUSINESS ETHICS,NA,NA,NA,157,3,NA,NA,673,683,NA,10.1007/s10551-017-3690-4,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000472205100006,NA,baumeister,2019
J,NA,"Zhang, Yucheng; Liu, Xin; Xu, Shan; Yang, Liu-Qin; Bednall, Timothy C.",NA,NA,NA,NA,NA,NA,NA,Why Abusive Supervision Impacts Employee OCB and CWB: A Meta-Analytic Review of Competing Mediating Mechanisms,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MANAGEMENT,NA,NA,NA,45,6,NA,NA,2474,2497,NA,10.1177/0149206318823935,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000472765900008,NA,baumeister,2019
J,NA,"Finne, Emily; Englert, Chris; Jekauc, Darko",NA,NA,NA,NA,NA,NA,NA,On the importance of self-control strength for regular physical activity,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF SPORT AND EXERCISE,NA,NA,NA,43,NA,NA,NA,165,171,NA,10.1016/j.psychsport.2019.02.007,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000472693000019,NA,baumeister,2019
J,NA,"Sciandra, Michael R.; Inman, J. Jeffrey; Stephen, Andrew T.",NA,NA,NA,NA,NA,NA,NA,"Smart phones, bad calls? The influence of consumer mobile phone use, distraction, and phone dependence on adherence to shopping plans",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,NA,NA,NA,47,4,NA,NA,574,594,NA,10.1007/s11747-019-00647-9,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000471967400003,NA,baumeister,2019
J,NA,"Hirshleifer, David; Levi, Yaron; Lourie, Ben; Teoh, Siew Hong",NA,NA,NA,NA,NA,NA,NA,Decision fatigue and heuristic analyst forecasts,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF FINANCIAL ECONOMICS,NA,NA,NA,133,1,NA,NA,83,98,NA,10.1016/j.jfineco.2019.01.005,NA,NA,19-Jul,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000471357600005,NA,baumeister,2019
J,NA,"Love, Hamish; Bhullar, Navjot; Schutte, Nicola S.",NA,NA,NA,NA,NA,NA,NA,"Psychological aspects of diet: Development and validation of three measures assessing dietary goal-desire incongruence, motivation, and satisfaction with dietary behavior",NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,138,NA,NA,NA,223,232,NA,10.1016/j.appet.2019.03.018,NA,NA,JUL 1 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000468715200023,NA,baumeister,2019
J,NA,"Xiang, Ming-Qiang; Liao, Jing-Wen; Huang, Jun-Hao; Deng, Hai-Lin; Wang, Dan; Xu, Zebo; Hu, Min",NA,NA,NA,NA,NA,NA,NA,Effect of a Combined Exercise and Dietary Intervention on Self-Control in Obese Adolescents,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,10,NA,NA,NA,NA,NA,1385,10.3389/fpsyg.2019.01385,NA,NA,JUN 28 2019,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000473186900001,NA,baumeister,2019
J,NA,"van Mersbergen, Miriam; Vinney, Lisa A.; Payne, Alexis E.",NA,NA,NA,NA,NA,NA,NA,Cognitive influences on perceived phonatory exertion using the Borg CR10,NA,NA,NA,NA,NA,NA,NA,LOGOPEDICS PHONIATRICS VOCOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/14015439.2019.1617895,NA,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,WOS:000472326000001,NA,baumeister,2019
