firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments,evidenceCounter,evidenceVerbatim,methodsCounter,methodsVerbatim,expertiseCounter,expertiseVerbatim,UT,case,timePeriod
MN,OA,10.1080/10413200.2014.953231,"Moesch, Karin; Kentta, Goran; Backstrom, Martin; Mattsson, C. Mikael",2015,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000346830900007,strack,pre
MN,OA,10.1007/978-94-017-9963-8_1,"Christov-Moore, Leonardo; Iacoboni, Marco",2015,FALSE,NA,No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000376962500002,strack,pre
MN,OA,10.1007/978-3-319-25232-2_7,"Mohammad, Yasser; Nishida, Toyoaki",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370531400008,strack,pre
MN,OA,NA,"Cuccio, Valentina",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370772200007,strack,pre
MN,OA,10.5127/jep.039613,"Meeten, Frances; Ivak, Peter; Dash, Suzanne R.; Knowles, Sam; Duka, Theodora; Scott, Ryan; Kaiser, Jakob; Davey, Graham C. L.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370293200005,strack,pre
MN,OA,10.1111/cura.12094,"Overhill, Heidi",2015,FALSE,NA,No empirical data,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000363651200002,strack,pre
MN,OA,10.1016/bs.aesp.2015.01.002,"van Harreveld, Frenk; Nohlen, Hannah U.; Schneider, Iris K.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000363328500005,strack,pre
MN,OA,10.1080/19416520.2015.1033148,"Menges, Jochen I.; Kilduff, Martin",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362012300014,strack,pre
MN,OA,NA,"Topolinski, Sascha",2015,FALSE,NA,No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000351551000009,strack,pre
MN,OA,10.1080/1463922X.2015.1067934,"Jeon, Myounghoon",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000212946600001,strack,pre
OA,MN,10.1037/neu0000580,"Osborne-Crowley, Katherine; Wilson, Emily; De Blasio, Frances; Wearne, Travis; Rushby, Jacqueline; McDonald, Skye",2019,FALSE,NA,Empirical data - laboratory study,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000494295100011,strack,post
OA,MN,10.1162/jocn_a_01445,"Kuehne, Maria; Siwy, Isabelle; Zaehle, Tino; Heinze, Hans-Jochen; Lobmaier, Janek S.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000489746800003,strack,post
OA,MN,10.1007/s11229-019-02347-x,"Doulatova, Maria",2019,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000492642700003,strack,post
OA,MN,10.3758/s13423-019-01674-x,"Iani, Francesco",2019,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000492578500002,strack,post
OA,MN,10.3389/fpsyg.2019.02297,"Cross, Marie P.; Gheorma, Liana; Pressman, Sarah D.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000497505100001,strack,post
OA,MN,10.1037/met0000216,"Rouder, Jeffrey N.; Haaf, Julia M.; Davis-Stober, Clintin P.; Hilgard, Joseph",2019,FALSE,NA,Data synthesis - meta-analysis,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000488839300007,strack,post
OA,MN,10.1037/emo0000476,"Palagi, Elisabetta; Norscia, Ivan; Pressi, Serena; Cordoni, Giada",2019,FALSE,NA,Empirical data - field study,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000468755500011,strack,post
OA,MN,10.1080/02699931.2018.1456406,"Rummer, Ralf; Schweppe, Judith",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000465125200002,strack,post
OA,MN,10.1111/mila.12215,"Arango-Munoz, Santiago",2019,FALSE,NA,No empirical data,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000465428400006,strack,post
OA,MN,10.1037/emo0000532,"Marsh, Abigail A.; Rhoads, Shawn A.; Ryan, Rebecca M.",2019,FALSE,NA,Empirical data - field study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"(1) In a response, Strack (2016) praised the researchers’ goals but highlighted several features of the RRR that deviated from the original paradigm and may have influenced the observed effect. (2) A second concern was the recruitment of participants from psychology subject pools. (3) A third concern was the use of Far Side cartoons from the 1980s that may be less relevant to contemporary students and which resulted in exclusion of some participants who did not understand the cartoons.",NA,NA,WOS:000500013700016,strack,post
OA,MN,10.1038/s41598-019-48275-1,"Bulnes, L. C.; Marien, P.; Vandekerckhove, M.; Cleeremans, A.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Yet, this failure –or the presence or absence of the effects- seemed attributable to a single variation in the design, as an even more recent study reported results supporting both, the famous Strack et al. study as well as the OSF replication report11. The crucial element being the presence or absence of a recording camera during the experiment.",NA,NA,WOS:000480517100014,strack,post
OA,MN,10.1037/bul0000194,"Coles, Nicholas A.; Larsen, Jeff T.; Lench, Heather C.",2019,FALSE,NA,Data synthesis - meta-analysis,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"In a commentary on Wagenmakers et al.’s (2016) failure-to-replicate, Strack (2016) suggested that one reason the results of the original experiment may not have replicated is that cameras were directed at participants in the replication studies. Strack reasoned that awareness of video recording may induce a subjective self-focus that disrupts the flow of experience and suppresses emotional responses.",NA,NA,WOS:000468382400003,strack,post
OA,MN,10.1038/s41598-019-55029-6,"Fernandes, Alexandre C.; Garcia-Marques, Teresa",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000501891500001,strack,post
OA,MN,10.1016/j.plrev.2019.10.008,"Schoeller, F.; Haar, A. J. H.; Jain, A.; Maes, P.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000506723100022,strack,post
OA,MN,10.1111/zygo.12553,"Beharrell, William H.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000496165000010,strack,post
OA,MN,10.1177/1747021819867856,"Virhia, Jasmine; Kotz, Sonja A.; Adank, Patti",2019,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000494437800010,strack,post
OA,MN,10.3389/fpsyg.2019.02458,"Derya, Dilara; Kang, June; Kwon, Young; Wallraven, Christian",2019,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000535786900001,strack,post
OA,MN,10.1016/j.destud.2019.10.007,"Heylighen, Ann; Dong, Andy",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000504782100007,strack,post
OA,MN,10.3389/fpsyg.2019.02439,"Huggins, Charlotte F.; Cameron, Isobel M.; Williams, Justin H. G.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000497542400001,strack,post
OA,MN,10.1177/1754073919868762,"Coles, Nicholas A.; Larsen, Jeff T.; Kuribayashi, Joyce; Kuelz, Ashley",2019,FALSE,NA,Data synthesis - meta-analysis,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000487911000003,strack,post
OA,MN,10.3389/fpsyg.2019.01389,"Melzer, Ayelet; Shafir, Tal; Tsachor, Rochelle Palnick",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000473589800001,strack,post
OA,MN,NA,"Isern-Mas, Carme; Gomila, Antoni",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000497712900005,strack,post
OA,MN,10.1111/jaac.12659,"Sizer, Laura",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000478740700002,strack,post
OA,MN,10.1177/0031512519834389,"Marmeleira, Jose; Santos, Graca Duarte",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000473508600004,strack,post
OA,MN,10.1177/1745691618808523,"Wrobel, Monika; Imbir, Kamil K.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000468290800008,strack,post
OA,MN,10.1037/gpr0000156,"Sedikides, Constantine; Lenton, Alison P.; Slabu, Letitia; Thomaes, Sander",2019,FALSE,NA,No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000469342200006,strack,post
OA,MN,NA,"Wyer, Robert S., Jr.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000509553400007,strack,post
OA,MN,10.1007/978-3-319-91716-0_26,"Kindermann, Harald; Auinger, Franz",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000553513800026,strack,post
OA,MN,10.1016/j.chb.2017.02.019,"Pena, Jorge; Chen, Meng",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000399511000044,strack,post
OA,MN,NA,"Ravenscroft, Ian",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449485000014,strack,post
OA,MN,NA,"Goldstein, Thalia R.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000376609300017,strack,pre
RT,SC,10.1177/0098628318762900,"Chopik, William J.; Bremner, Ryan H.; Defever, Andrew M.; Keller, Victor N.",2018,FALSE,NA,Empirical data - field study,TRUE,unclassifiable,unclassifiable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000429950000007,carter,post
RT,SC,10.1111/bjso.12197,"Chan, Eugene Y.",2017,FALSE,NA,Empirical data - survey,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000416841700011,carter,post
RT,SC,10.1037/xge0000307,"Shanks, David R.",2017,FALSE,NA,Empirical data - commentary including analysis,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000406614300012,carter,post
RT,SC,10.1111/tops.12265,"Gobet, Fernand",2017,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000400362700015,carter,post
RT,SC,10.1016/j.copsyc.2016.04.010,"Ottati, Victor; Wilson, Chase; Lambert, Alan",2016,FALSE,NA,No empirical data,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000390915800002,carter,post
RT,SC,10.1016/j.shpsa.2016.10.002,"Romero, Felipe",2016,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000390737000007,carter,post
RT,SC,10.1111/pops.12305,"Kalmoe, Nathan P.; Gross, Kimberly",2016,FALSE,NA,Empirical data - multiple study types are reported,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000387770400008,carter,post
RT,SC,10.1027/2151-2604/a000250,"Kuehberger, Anton; Scherndl, Thomas; Ludwig, Bastian; Simon, Dominique M.",2016,FALSE,NA,Data synthesis - meta-analysis,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000391262500002,carter,post
RT,SC,10.1177/0956797614559730,"Brandt, Mark J.; Evans, Anthony M.; Crawford, Jarret T.",2015,FALSE,NA,Empirical data - survey,TRUE,unclassifiable,unclassifiable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000349622000008,carter,post
RT,SC,10.3389/fpsyg.2018.01657,"Cheng, Yongtian; Li, Johnson Ching-Hong; Liu, Xiyao",2018,FALSE,NA,No empirical data,TRUE,unclassifiable,unclassifiable,TRUE,NA,NA,TRUE,"For example, in replication studies of Currency Priming (Caruso et al., 2013) and Flag Priming (Carter et al., 2011; Study 2) in the Many Labs project (Klein et al., 2014) researchers have found that most of the mean or median ESs of there replication studies are at or even below the lower bound of the 95% ESCIs in the original studies. These results are highly incompatible with the current model of common practice in which original studies and replication studies always share an identical distribution prior to data collection. To better interpret these results, researchers should conduct more research in order to find out whether this pattern of result is due to the criterion (i.e., CPro and CPer) they used for evaluating reproducibility, or whether there is a real replication crisis in these replication studies.",NA,NA,WOS:000444352400001,carter,post
RT,SC,10.1016/j.jesp.2015.09.017,"Stroebe, Wolfgang",2016,FALSE,NA,No empirical data,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"All four projects relied on exact replications, often using the material used in the original studies. However, as I argued earlier (Stroebe & Strack, 2014), even if an experimental manipulation exactly replicates the one used in the original study, it may not reflect the same theoretical variable. The failed replication of the flag study provides an example for such a discrepancy. As Ferguson et al. (2014) argued, “national flags, ex hypothesis, activate knowledge related to one's nation that is shaped by the prevailing political atmosphere, which is hardly inert. The original experiment was run in 2009 – shortly after the first African-American was sworn in as president of the US – whereas the ManyLabs research was run four years later, in the 5th year of his presidency. …. Although many effects should remain stable over time (e.g., numerical anchoring effects), stimuli that represent time-sensitive knowledge and events (e.g., political and national symbols) should be expected to change over time, making “direct” replication difficult” (p. 301). Klein, Ratliff, Vianello, et al. (2014b) agreed with these arguments. In their concluding comment, they stated: “Direct replication does not guarantee that the same effect was tested”. Although direct replications attempt to duplicate the conditions and procedure of the original experiment, “attempting to do so does not guarantee success. Every replication is different in innumerable ways from the original” (Klein et al., 2014b, p. 307).",NA,NA,WOS:000381166900014,carter,post
RT,SC,10.3389/fpsyg.2015.00584,"Hesselmann, Guido; Moors, Pieter",2015,FALSE,NA,No empirical data,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"In his review of the literature, Hassin also cites his own work on priming which suggests that both invisible (Hassin et al., 2007) and visible yet subtle (Carter et al., 2011) exposure to national flags significantly changed political attitudes and voting intentions up to 8 months later. Only after publication of the YIC principle, a large-scale, preregistered “many labs” replication project did not replicate the finding that visible yet subtle exposure to the American flag increased conservatism among US participants (Klein et al., 2014). While replication should become a standard tool in psychological science to confirm the accuracy of empirical findings, clarify the conditions under which an effect can be observed, and estimate the true effect size (Open Science Collaboration, 2012; Simons, 2014), failures to replicate often leave relevant questions unanswered, in particular questions about the specificity of the underlying theories (Klein, 2014)1. It is important to note that Hassin and colleagues supported the replication attempt and acknowledged the failure to replicate the flag priming effect, but also raised the issue of whether it was a “conceptual” rather than “direct” replication, and they addressed the importance of identifying potential moderators of the original phenomenon and of understanding the theory behind the effects (Ferguson et al., 2014).",NA,NA,WOS:000355339000003,carter,post
RT,SC,10.1016/j.paid.2018.12.022,"Chan, Eugene Y.",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000463125300038,carter,post
RT,SC,10.1002/ejsp.2388,"Chan, Eugene Y.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000459636500006,carter,post
RT,SC,10.1016/j.chb.2018.06.027,"Kardos, Peter; Unoka, Zsolt; Pleh, Csaba; Soltesz, Peter",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443665400010,carter,post
RT,SC,10.1111/cdev.12845,"DeJesus, Jasmine M.; Hwang, Hyesung G.; Dautel, Jocelyn B.; Kinzler, Katherine D.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443935700023,carter,post
RT,SC,10.1002/ejsp.2239,"Gueguen, Nicolas; Martin, Angelique; Stefan, Jordy",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000409241700002,carter,post
RT,SC,10.1111/jcc4.12191,"Rains, Stephen A.; Kenski, Kate; Coe, Kevin; Harwood, Jake",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000406245700001,carter,post
RT,SC,10.1002/mar.21016,"Wang, Lili; Zuo, Peng",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000403209100003,carter,post
RT,SC,10.3389/fpsyg.2017.00073,"Franek, Marek; Rezny, Lukas",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000392641200001,carter,post
RT,SC,10.1080/1461670X.2015.1088398,"Young, Sally",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000403008000004,carter,post
RT,SC,10.1057/cep.2014.54,"Patrikios, Stratos; Cram, Laura",2016,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000388095600001,carter,post
RT,SC,10.1177/0146167216664058,"Stern, Chadly; West, Tessa V.",2016,FALSE,NA,Empirical data - survey,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000386850100002,carter,post
RT,SC,10.1002/ejsp.2188,"Chan, Eugene Y.",2016,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000388311800009,carter,post
RT,SC,10.1016/j.electstud.2016.01.010,"Moehler, Devra; Conroy-Krutz, Jeffrey",2016,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000376546100011,carter,post
RT,SC,10.1111/pops.12235,"Lerman, Amy E.; Sadin, Meredith L.",2016,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000372899200001,carter,post
RT,SC,10.1177/0956797615624029,"Kleiman, Tali; Stern, Chadly; Trope, Yaacov",2016,FALSE,NA,Empirical data - survey,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000372522800008,carter,post
RT,SC,10.1111/puar.12441,"Hvidman, Ulrik; Andersen, Simon Calmar",2016,TRUE,Cited in references but not in text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000367313700018,carter,post
RT,SC,10.1016/j.electstud.2015.10.008,"Fatke, Matthias",2015,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000367276800030,carter,post
RT,SC,10.1007/s12136-014-0239-3,"Meyers, C. D.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000354903100007,carter,post
RT,SC,10.1371/journal.pone.0072467,"Harris, Christine R.; Coburn, Noriko; Rohrer, Doug; Pashler, Harold",2013,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000323570200070,carter,pre
RT,SC,10.1016/j.jesp.2013.03.007,"Zhu, Luke (Lei); Kay, Aaron C.; Eibach, Richard P.",2013,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000319852600020,carter,pre
RT,SC,10.1016/j.neuroimage.2013.01.020,"Tusche, Anita; Kahnt, Thorsten; Wisniewski, David; Haynes, John-Dylan",2013,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000317166800017,carter,pre
RT,SC,10.1017/S0140525X11002202,"Atran, S. (2013)",2013,FALSE,NA,No empirical data,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000314690900002,carter,pre
RT,SC,10.1111/jasp.12069,"Devos, Thierry; Ma, Debbie S.",2013,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000313914600020,carter,pre
RT,SC,10.1016/j.jesp.2012.08.011,"Bilali, Rezarta; Vollhardt, Johanna Ray",2013,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000311176400019,carter,pre
RT,SC,10.1371/journal.pone.0042510,"Pashler, Harold; Coburn, Noriko; Harris, Christine R.",2012,FALSE,NA,Empirical data - laboratory study,FALSE,unfavourable,unfavourable,NA,NA,NA,NA,NA,NA,NA,WOS:000308206000008,carter,pre
SC,TH,10.1093/jcs/csy080,"Ishio, Yoshito; Dougherty, Kevin D.; Niki, Izumi",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000492873700004,carter,post
SC,TH,10.5964/jspp.v5i2.748,"Schuler, Johannes; Ivanov, Igor; Waenke, Michaela",2017,FALSE,NA,Empirical data - multiple study types are reported,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000514922700005,carter,post
RT,OA,10.1037/xge0000570,"Lodder, Paul; Ong, How Hwee; Grasman, Raoul P. P. P.; Wicherts, Jelte M.",2019,FALSE,NA,Data synthesis - meta-analysis,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000464112900007,caruso,post
RT,OA,10.3390/ijerph16020238,"Prescott, Susan L.; Logan, Alan C.; Katz, David L.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000459112100073,caruso,post
RT,OA,10.1177/1948550617740941,"Crawford, Jarret T.; Fournier, Allison; Ruscio, John",2019,FALSE,NA,Empirical data - laboratory study,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000454140700011,caruso,post
RT,OA,10.1016/j.jesp.2018.09.004,"Gasiorowska, Agata; Zaleskiewicz, Tomasz; Kesebir, Pelin",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000448093100035,caruso,post
RT,OA,10.3389/fpsyg.2018.01657,"Cheng, Yongtian; Li, Johnson Ching-Hong; Liu, Xiyao",2018,FALSE,NA,No empirical data,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"For example, in replication studies of Currency Priming (Caruso et al., 2013) and Flag Priming (Carter et al., 2011; Study 2) in the Many Labs project (Klein et al., 2014) researchers have found that most of the mean or median ESs of there replication studies are at or even below the lower bound of the 95% ESCIs in the original studies. These results are highly incompatible with the current model of common practice in which original studies and replication studies always share an identical distribution prior to data collection. To better interpret these results, researchers should conduct more research in order to find out whether this pattern of result is due to the criterion (i.e., CPro and CPer) they used for evaluating reproducibility, or whether there is a real replication crisis in these replication studies.",NA,NA,WOS:000444352400001,caruso,post
RT,OA,10.1002/pchj.213,"Zhou, Xinyue; Yang, Qian; Hu, Xiaomeng",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000436253400006,caruso,post
RT,OA,10.1007/s10869-017-9497-6,"Mok, Aurelia; De Cremer, David",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431309500005,caruso,post
RT,OA,10.1016/j.ecolecon.2018.01.015,"Farley, Joshua; Washington, Haydn",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000428008000039,caruso,post
RT,OA,10.1016/j.ecolecon.2017.12.014,"Beer, David Loew",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000425202700041,caruso,post
RT,OA,10.3389/fpsyg.2018.00042,"Li, Jin; Zhan, Youlong; Fan, Wei; Liu, Lei; Li, Mei; Sun, Yu; Zhong, Yiping",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000424250000001,caruso,post
RT,OA,10.1016/j.copsyc.2017.08.021,"Bullock, Heather E.",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000419528000027,caruso,post
RT,OA,10.1016/j.ecolecon.2017.05.027,"Goff, Sandra H.; Waring, Timothy M.; Noblet, Caroline L.",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000410013200012,caruso,post
RT,OA,10.1177/0956797617706161,"Caruso, Eugene M.; Shapira, Oren; Landy, Justin F.",2017,FALSE,NA,Empirical data - multiple study types are reported,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Note that research on money priming has also found that manipulations that do not activate the idea of abundance—such as thinking about small sums of money—do not induce self-sufficient behavior (Baumeister & Vohs, 2015). In addition to moderation by the type of prime used, some published studies have documented moderation by participant demographics such as gender (Yong & Li, 2012) and socioeconomic status (Mogilner, 2010).It has been argued that specific characteristics of the participant population may account for inconsistencies in recent attempts to replicate money-priming effects (Vohs, 2015). Indeed, previous results showing that reminders of money increased participants’ tendency to justify the existing social system in the United States (Caruso, Vohs, Baxter, & Waytz, 2013) were not replicated in other participant populations (Klein et al., 2014; Rohrer, Pashler, & Harris, 2015), whereas subsequent studies have found that the original effect is moderated by participants’ subjective wealth (Schuler & Wänke, 2016)....The existing research suggests that there may be both theoretical and empirical reasons to think that money-priming effects are highly sensitive to aspects of the experimental design and participant population. We believe the field is at a critical point for providing direct and systematic evidence for the source of such sensitivity to refine and advance the understanding of money-priming effects (Cesario, 2014; Locke, 2015).",NA,NA,WOS:000407019000011,caruso,post
RT,OA,10.1037/cou0000227,"Liu, William Ming",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000404472400002,caruso,post
RT,OA,10.1016/j.jesp.2017.03.008,"Ding, Yi; Wu, Junhui; Ji, Tingting; Chen, Xu; Van Lange, Paul A. M.",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402350700014,caruso,post
RT,OA,10.1007/s10668-015-9723-1,"Kopnina, Helen",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000394141200002,caruso,post
RT,OA,10.1080/02650487.2017.1335042,"Huettl-Maack, Verena; Gatter, M. Shirin",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000407458800004,caruso,post
RT,OA,10.1080/1350178X.2016.1218531,"Herrmann-Pillath, Carsten",2016,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000385815700003,caruso,post
