PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM,case,pubYear
J,"Echterhoff, Gerald; Hellmann, Jens H.; Back, Mitja; Esses, Victoria; Wagner, Ulrich",NA,NA,NA,NA,NA,NA,NA,"Special Issue on ""The Social Psychology of Forced Migration and Refugee Integration"" in the European Journal of Social Psychology",NA,NA,NA,NA,NA,NA,NA,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,49,7,NA,NA,1337,1343,NA,10.1002/ejsp.2613,NA,NA,Dec-19,2019,NA,NA,"[Echterhoff, Gerald; Hellmann, Jens H.; Back, Mitja] Univ Munster, Munster, Germany; [Esses, Victoria] Univ Western Ontario, London, ON, Canada; [Wagner, Ulrich] Univ Marburg, Marburg, Germany; [Hellmann, Jens H.] Univ Munster, Munster, Germany",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000493050500001,NA,klein,2019
J,"Yeager, David S.; Krosnick, Jon A.; Visser, Penny S.; Holbrook, Allyson L.; Tahk, Alex M.",NA,NA,NA,NA,NA,NA,NA,Moderation of Classic Social Psychological Effects by Demographics in the US Adult Population: New Opportunities for Theoretical Advancement,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,117,6,NA,NA,E84,E99,NA,10.1037/pspa0000171,NA,NA,Dec-19,2019,"For decades, social psychologists have collected data primarily from college undergraduates and, recently, from haphazard samples of adults. Yet researchers have routinely presumed that thus observed treatment effects characterize ""people"" in general. Tests of seven highly cited social psychological phenomena (two involving opinion change resulting from social influence and five involving the use of heuristics in social judgments) using data collected from randomly sampled, representative groups of American adults documented generalizability of the six phenomena that have been replicated previously with undergraduate samples. The 1 phenomenon (a cross-over interaction revealing an ease of retrieval effect) that has not been replicated successfully previously in undergraduate samples was also not observed here. However, the observed effect sizes for the replicated phenomena were notably smaller on average than the meta-analytic effect sizes documented by past studies of college students. Furthermore, the phenomena were strongest among participants with the demographic characteristics of the college students who typically provided data for past published studies, even after correcting for publication bias in past studies using a new method, called the behaviorally-informed file-drawer adjustment. The six successful replications suggest that phenomena identified in traditional laboratory research also appear as expected in representative samples but more weakly, so observed effect sizes should be generalized with caution. The evidence of demographic moderators suggests interesting opportunities for future research to better understand the mechanisms of the effects and their limiting conditions.",NA,"[Yeager, David S.] Univ Texas Austin, Dept Psychol, 1 Univ Stn A8000, Austin, TX 78712 USA; [Yeager, David S.] Univ Texas Austin, Populat Res Ctr, 1 Univ Stn A8000, Austin, TX 78712 USA; [Krosnick, Jon A.] Stanford Univ, Dept Commun Polit Sci & Psychol, 432 McClatchy Hall, Stanford, CA 94305 USA; [Visser, Penny S.] Univ Chicago, Dept Psychol, Chicago, IL 60637 USA; [Holbrook, Allyson L.] Univ Illinois, Dept Publ Adm & Psychol, Chicago, IL USA; [Tahk, Alex M.] Univ Wisconsin, Dept Polit Sci, Madison, WI USA; [Yeager, David S.] Univ Texas Austin, Dept Psychol, 1 Univ Stn A8000, Austin, TX 78712 USA; [Yeager, David S.] Univ Texas Austin, Populat Res Ctr, 1 Univ Stn A8000, Austin, TX 78712 USA; [Krosnick, Jon A.] Stanford Univ, Dept Commun Polit Sci & Psychol, 432 McClatchy Hall, Stanford, CA 94305 USA",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000496714600001,NA,klein,2019
J,"Genschow, Oliver; Schuler, Johannes; Cracco, Emiel; Brass, Marcel; Waenke, Michaela",NA,NA,NA,NA,NA,NA,NA,The Effect of Money Priming on Self-Focus in the Imitation- Inhibition Task A Registered Report,NA,NA,NA,NA,NA,NA,NA,EXPERIMENTAL PSYCHOLOGY,NA,NA,NA,66,6,NA,NA,423,436,NA,10.1027/1618-3169/a000466,NA,NA,Nov-19,2019,"The self-sufficiency hypothesis suggests that priming individuals with money makes them focus more strongly on themselves than on others. However, recently, research supporting this claim has been heavily criticized and some attempts to replicate have failed. A reason for the inconsistent findings in the field may lay in the common use of explicit measures, because they tend to rely on one or just a few items and are thus prone to demand effects and tow reliability. In the present research, we administered, in two experiments, the imitation-inhibition task - a robust, unobtrusive, and reliable paradigm that is sensitive to self-other focus on a trial-by-trial basis. A pilot study found an increased focus on the self as compared to others when primed with money. Building on this finding, a preregistered high-powered experiment replicated this effect, suggesting that money primes may indeed increase a focus on the self. An additionally carried out meta-analysis indicates that automatic imitation is modulated by self-other focus and that money primes lead to a smaller focus on the self than conventional methods. Overall, the found effects are rather small and several limitations, such as order effects, call for a cautious interpretation of the findings.",NA,"[Genschow, Oliver] Univ Cologne, Fac Human Sci, Social Cognit Ctr Cologne, Cologne, Germany; [Schuler, Johannes] Fraunhofer Inst Syst & Innovat Res, Karlsruhe, Germany; [Cracco, Emiel; Brass, Marcel] Univ Ghent, Fac Psychol & Educ Sci, Dept Expt Psychol, Ghent, Belgium; [Waenke, Michaela] Univ Mannheim, Fac Psychol & Educ Sci, Dept Expt Psychol, Mannheim, Germany; [Genschow, Oliver] Univ Cologne, Social Cognit Ctr Cologne, Richard Strauss Str 2, D-50931 Cologne, Germany",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"Psychology, Experimental",WOS:000514569700005,NA,klein,2019
J,"Wood, Samantha M. W.; Wood, Justin N.",NA,NA,NA,NA,NA,NA,NA,Using automation to combat the replication crisis: A case study from controlled-rearing studies of newborn chicks,NA,NA,NA,NA,NA,NA,NA,INFANT BEHAVIOR & DEVELOPMENT,NA,NA,NA,57,NA,NA,NA,NA,NA,101329,10.1016/j.infbeh.2019.101329,NA,NA,Nov-19,2019,"The accuracy of science depends on the precision of its methods. When fields produce precise measurements, the scientific method can generate remarkable gains in knowledge. When fields produce noisy measurements, however, the scientific method is not guaranteed to work in fact, noisy measurements are now regarded as a leading cause of the replication crisis in psychology. Scientists should therefore strive to improve the precision of their methods, especially in fields with noisy measurements. Here, we show that automation can reduce measurement error by similar to 60% in one domain of developmental psychology: controlled-rearing studies of newborn chicks. Automated studies produce measurements that are 3-4 times more precise than non-automated studies and produce effect sizes that are 3-4 times larger than non-automated studies. Automation also eliminates experimenter bias and allows replications to be performed quickly and easily. We suggest that automation can be a powerful tool for improving measurement precision, producing high powered experiments, and combating the replication crisis.",NA,"[Wood, Samantha M. W.; Wood, Justin N.] Indiana Univ, Sch Informat Comp & Engn, 700 N Woodlawn Ave, Bloomington, IN 47408 USA; [Wood, Samantha M. W.] Indiana Univ, Sch Informat Comp & Engn, 700 N Woodlawn Ave, Bloomington, IN 47408 USA",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,"Psychology, Developmental",WOS:000500374700049,NA,klein,2019
J,"Bahnik, Stepan; Houdek, Petr; Vrbova, Lucie; Hajek, Jiri",NA,NA,NA,NA,NA,NA,NA,Variations on anchoring: Sequential anchoring revisited,NA,NA,NA,NA,NA,NA,NA,JUDGMENT AND DECISION MAKING,NA,NA,NA,14,6,NA,NA,711,720,NA,NA,NA,NA,Nov-19,2019,"The anchoring effect, the assimilation of judgment toward a previously considered value, has been shown using various experimental paradigms. We used several variations of the sequential anchoring paradigm, in which a numeric estimate influences a subsequent numeric estimate on the same scale, to investigate how anchoring is influenced by multiple anchors, a comparison question, and by a newly introduced debiasing procedure. We replicated the anchoring effect using the sequential anchoring paradigm and showed that, when two anchors of opposite directions are presented, the second seems to influence a subsequent judgment somewhat more. A comparison of a target with another object before the numerical estimate was not sufficient to elicit anchoring, but it might have increased the sequential anchoring effect. The debiasing procedure, based on providing reference points on the numerical scale, prevented the sequential anchoring effect. The results are in accord with the scale distortion theory of anchoring, but other theories may also account for the observed findings with additional adjustments.",NA,"[Bahnik, Stepan; Houdek, Petr; Vrbova, Lucie; Hajek, Jiri] Univ Econ Prague, Fac Business Adm, Namesti Winstona Churchilla 4, Prague 13067, Czech Republic; [Bahnik, Stepan] Univ Econ Prague, Fac Business Adm, Namesti Winstona Churchilla 4, Prague 13067, Czech Republic",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000500273100008,NA,klein,2019
J,"Romero, Felipe",NA,NA,NA,NA,NA,NA,NA,Philosophy of science and the replicability crisis,NA,NA,NA,NA,NA,NA,NA,PHILOSOPHY COMPASS,NA,NA,NA,14,11,NA,NA,NA,NA,e12633,10.1111/phc3.12633,NA,NA,Nov-19,2019,"Replicability is widely taken to ground the epistemic authority of science. However, in recent years, important published findings in the social, behavioral, and biomedical sciences have failed to replicate, suggesting that these fields are facing a ""replicability crisis."" For philosophers, the crisis should not be taken as bad news but as an opportunity to do work on several fronts, including conceptual analysis, history and philosophy of science, research ethics, and social epistemology. This article introduces philosophers to these discussions. First, I discuss precedents and evidence for the crisis. Second, I discuss methodological, statistical, and social-structural factors that have contributed to the crisis. Third, I focus on the philosophical issues raised by the crisis. Finally, I discuss several proposals for solutions and highlight the gaps that philosophers could focus on.",NA,"[Romero, Felipe] Univ Groningen, Dept Theoret Philosophy, Groningen, Netherlands; [Romero, Felipe] Univ Groningen, Fac Philosophy, Dept Theoret Philosophy, Groningen, Netherlands",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,Philosophy,WOS:000499216500004,NA,klein,2019
J,"Primates, Many; Altschul, Drew M.; Beran, Michael J.; Bohn, Manuel; Call, Josep; De Troy, Sarah; Duguid, Shona J.; Egelkamp, Crystal L.; Fichtel, Claudia; Fischer, Julia; Flessert, Molly; Hanus, Daniel; Haun, Daniel B. M.; Haux, Lou M.; Adriana Hernandez-Aguilar, R.; Herrmann, Esther; Hopper, Lydia M.; Joly, Marine; Kano, Fumihiro; Keupp, Stefanie; Melis, Alicia P.; Rodrigo, Alba Motes; Ross, Stephen R.; Sanchez-Amaro, Alejandro; Sato, Yutaro; Schmitt, Vanessa; Schweinfurth, Manon K.; Seed, Amanda M.; Taylor, Derry; Voelter, Christoph J.; Warren, Elizabeth; Watzek, Julia",NA,NA,NA,NA,NA,NA,NA,Establishing an infrastructure for collaboration in primate cognition research,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,14,10,NA,NA,NA,NA,e0223675,10.1371/journal.pone.0223675,NA,NA,OCT 24 2019,2019,"Inferring the evolutionary history of cognitive abilities requires large and diverse samples. However, such samples are often beyond the reach of individual researchers or institutions, and studies are often limited to small numbers of species. Consequently, methodological and site-specific-differences across studies can limit comparisons between species. Here we introduce the ManyPrimates project, which addresses these challenges by providing a large-scale collaborative framework for comparative studies in primate cognition. To demonstrate the viability of the project we conducted a case study of short-term memory. In this initial study, we were able to include 176 individuals from 12 primate species housed at 11 sites across Africa, Asia, North America and Europe. All subjects were tested in a delayed response task using consistent methodology across sites. Individuals could access food rewards by remembering the position of the hidden reward after a 0, 15, or 30-second delay. Overall, individuals performed better with shorter delays, as predicted by previous studies. Phylogenetic analysis revealed a strong phylogenetic signal for short-term memory. Although, with only 12 species, the validity of this analysis is limited, our initial results demonstrate the feasibility of a large, collaborative open-science project. We present the ManyPrimates project as an exciting opportunity to address open questions in primate cognition and behaviour with large, diverse datasets.",NA,"[Altschul, Drew M.] Univ Edinburgh, Edinburgh, Midlothian, Scotland; [Beran, Michael J.; Flessert, Molly; Watzek, Julia] Georgia State Univ, Atlanta, GA 30303 USA; [Bohn, Manuel] Stanford Univ, Stanford, CA 94305 USA; [Bohn, Manuel; De Troy, Sarah; Haun, Daniel B. M.] Univ Leipzig, Leipzig, Germany; [Call, Josep; Schweinfurth, Manon K.; Seed, Amanda M.; Voelter, Christoph J.; Warren, Elizabeth] Univ St Andrews, St Andrews, Fife, Scotland; [Duguid, Shona J.; Melis, Alicia P.] Univ Warwick, Warwick Business Sch, Coventry, W Midlands, England; [Egelkamp, Crystal L.; Hopper, Lydia M.; Ross, Stephen R.] Lincoln Pk Zoo, Chicago, IL USA; [Fichtel, Claudia; Fischer, Julia; Keupp, Stefanie] German Primate Ctr, Gottingen, Germany; [Fichtel, Claudia; Fischer, Julia; Keupp, Stefanie] Leibniz Sci Campus Primate Cognit, Gottingen, Germany; [Hanus, Daniel; Haun, Daniel B. M.; Herrmann, Esther; Sanchez-Amaro, Alejandro] Max Planck Inst Evolutionary Anthropol, Leipzig, Germany; [Haux, Lou M.] Max Planck Inst Human Dev, Ctr Adapt Rational, Berlin, Germany; [Adriana Hernandez-Aguilar, R.] Univ Oslo, Ctr Ecol & Evolutionary Synth, Oslo, Norway; [Adriana Hernandez-Aguilar, R.] Univ Barcelona, Dept Social Psychol & Quantitat Psychol, Barcelona, Spain; [Joly, Marine; Taylor, Derry] Univ Portsmouth, Portsmouth, Hants, England; [Kano, Fumihiro; Sato, Yutaro] Kyoto Univ, Kyoto, Japan; [Rodrigo, Alba Motes] Univ Tubigen, Tubingen, Germany; [Sanchez-Amaro, Alejandro] Univ Calif San Diego, San Diego, CA 92103 USA; [Schmitt, Vanessa] Heidelberg Zoo, Heidelberg, Germany; [Schmitt, Vanessa] Heidelberg Univ, Heidelberg, Germany; [Voelter, Christoph J.] Univ Vienna, Med Univ Vienna, Univ Vet Med Vienna, Messerli Res Inst, Vienna, Austria; [Bohn, Manuel] Stanford Univ, Stanford, CA 94305 USA; [Bohn, Manuel] Univ Leipzig, Leipzig, Germany",NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,Multidisciplinary Sciences,WOS:000532631800026,NA,klein,2019
J,"Sholl, David S.",NA,NA,NA,NA,NA,NA,NA,Five Easy Ways To Make Your Research More Reproducible,NA,NA,NA,NA,NA,NA,NA,LANGMUIR,NA,NA,NA,35,41,NA,NA,13257,13258,NA,10.1021/acs.langmuir.9b02963,NA,NA,OCT 15 2019,2019,NA,NA,"[Sholl, David S.] Georgia Inst Technol, Sch Chem & Biomol Engn, Atlanta, GA 30332 USA; [Sholl, David S.] Georgia Inst Technol, Sch Chem & Biomol Engn, Atlanta, GA 30332 USA",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Chemistry, Multidisciplinary; Chemistry, Physical; Materials Science, Multidisciplinary",WOS:000491219300001,NA,klein,2019
J,"Steiner, Peter M.; Wong, Vivian C.; Anglin, Kylie",NA,NA,NA,NA,NA,NA,NA,A Causal Replication Framework for Designing and Assessing Replication Efforts,NA,NA,NA,NA,NA,NA,NA,ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY,NA,NA,NA,227,4,NA,NA,280,292,NA,10.1027/2151-2604/a000385,NA,NA,Oct-19,2019,"Replication has tong been a cornerstone for establishing trustworthy scientific results, but there remains considerable disagreement about what constitutes a replication, how results from these studies should be interpreted, and whether direct replication of results is even possible. This article addresses these concerns by presenting the methodological foundations for a replication science. It provides an introduction to the causal replication framework, which defines ""replication"" as a research design that tests whether two (or more) studies produce the same causal effect within the limits of sampling error. The framework formalizes the conditions under which replication success can be expected, and allows for the causal interpretation of replication failures. Through two applied examples, the article demonstrates how the causal replication framework may be utilized to plan prospective replication designs, as well as to interpret results from existing replication efforts.",NA,"[Steiner, Peter M.] Univ Maryland, Dept Human Dev & Quantitat Methodol, 3942 Campus Dr, College Pk, MD 20742 USA; [Wong, Vivian C.] Univ Virginia, Dept Leadership Fdn & Policy, Charlottesville, VA USA; [Anglin, Kylie] Univ Virginia, Curry Sch Educ & Human Dev, Charlottesville, VA USA; [Steiner, Peter M.] Univ Maryland, Dept Human Dev & Quantitat Methodol, 3942 Campus Dr, College Pk, MD 20742 USA",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000503843900005,NA,klein,2019
J,"Aube, Benoite; Rougier, Marine; Muller, Dominique; Ric, Francois; Yzerbyt, Vincent",NA,NA,NA,NA,NA,NA,NA,The online-VAAST: A short and online tool to measure spontaneous approach and avoidance tendencies,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,201,NA,NA,NA,NA,NA,102942,10.1016/j.actpsy.2019.102942,NA,NA,Oct-19,2019,"Among the great variety of approach/avoidance tasks, the Visual Approach/Avoidance by the Self Task (VAAST, Rougier et al., 2018) appears to be a promising tool. Previous work showed that the VAAST leads to large and replicable compatibility effects (e.g., faster response time to approach positive stimuli and avoid negative stimuli than the reverse). In the present contribution, we provide an online and easy-to-use version of the VAAST (namely, the online-VAAST). Across four experiments, we show that the online-VAAST produces effects that are of similar magnitude to those of the lab version of this task. Specifically, we obtained compatibility effects when using positive/negative words (Experiment 1), positive/negative images (Experiment 2), French/North-African first names (Experiment 3), and European American/African American first names (Experiment 4). Moreover, these effects emerged with culturally different populations (i.e., Americans in Experiments 1, 2, and 4, French in Experiment 3). Overall, the online-VAAST could be of great interest for all researchers interested in measuring approach/avoidance tendencies: Its specificities allow reaching large samples both offline and online with no accessibility constraints regarding programming abilities or program copyright.",NA,"[Aube, Benoite; Rougier, Marine; Yzerbyt, Vincent] Catholic Univ Louvain, Fac Psychol & Sci Educ, Inst Rech Sci Psychol, Pl Cardinal Mercier 10, B-1348 Louvain La Neuve, Belgium; [Muller, Dominique] Univ Grenoble Alpes, UFR SHS, Lab Interuniv Psychol, 1251 Ave Cent,CS 40700, F-38058 Grenoble 9, France; [Ric, Francois] Univ Bordeaux, Lab Psychol, 3 Ter Pl Victoire, F-33076 Bordeaux, France; [Muller, Dominique] Inst Univ France, 1 Rue Descartes, F-75005 Paris, France; [Aube, Benoite] Univ Paris 05, Paris, France; [Aube, Benoite; Rougier, Marine] Catholic Univ Louvain, Fac Psychol & Sci Educ, Inst Rech Sci Psychol, Pl Cardinal Mercier 10, B-1348 Louvain La Neuve, Belgium; [Aube, Benoite] Univ Paris 05, Paris, France",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,"Psychology, Experimental",WOS:000501621700003,NA,klein,2019
J,"Makel, Matthew C.; Smith, Kendal N.; McBee, Matthew T.; Peters, Scott J.; Miller, Erin M.",NA,NA,NA,NA,NA,NA,NA,A Path to Greater Credibility: Large-Scale Collaborative Education Research,NA,NA,NA,NA,NA,NA,NA,AERA OPEN,NA,NA,NA,5,4,NA,NA,NA,NA,2.33286E+15,10.1177/2332858419891963,NA,NA,Oct-19,2019,"Concerns about the replication crisis and unreliable findings have spread through several fields, including education and psychological research. In some areas of education, researchers have begun to adopt reforms that have proven useful in other fields. These include preregistration, open materials and data, and registered reports. These reforms offer education research a path toward increased credibility and social impact. In this article, we discuss models of large-scale collaborative research practices and how they can be applied to education research. We discuss five types of large-scale collaboration: participating teams run different studies, multiteam collaboration projects, collaborative analysis, preregistered adversarial collaboration, and persistent collaboration. The combination of large-scale collaboration with open and transparent research practices offers education researchers opportunity to test theories, verify what is known about a topic, resolve disagreements, and explore new questions.",NA,"[Makel, Matthew C.] Duke Univ, Res & Evaluat, Talent Identificat Program, Durham, NC 27706 USA; [Smith, Kendal N.] Univ North Texas, Denton, TX 76203 USA; [McBee, Matthew T.] East Tennessee State Univ, Quantitat Psychol, Johnson City, TN 37614 USA; [Peters, Scott J.] Univ Wisconsin, Educ Fdn, Whitewater, WI 53190 USA; [Peters, Scott J.] Univ Wisconsin, Educ, Whitewater, WI 53190 USA; [Miller, Erin M.] Bridgewater Coll, Psychol, Bridgewater, VA USA; [Makel, Matthew C.] Duke Univ, Res & Evaluat, Talent Identificat Program, Durham, NC 27706 USA",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Education & Educational Research,WOS:000502141100001,NA,klein,2019
J,"Chin, Jason M.; Ribeiro, Gianni; Rairden, Alicia",NA,NA,NA,NA,NA,NA,NA,Open forensic science,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF LAW AND THE BIOSCIENCES,NA,NA,NA,6,1,NA,NA,255,288,NA,10.1093/jlb/lsz009,NA,NA,Oct-19,2019,"The mainstream sciences are experiencing a revolution of methodology. This revolution was inspired, in part, by the realization that a surprising number of findings in the bioscientific literature could not be replicated or reproduced by independent laboratories. In response, scientific norms and practices are rapidly moving towards openness. These reforms promise many enhancements to the scientific process, notably improved efficiency and reliability of findings. Changes are also underway in the forensic. After years of legal-scientific criticism and several reports from peak scientific bodies, efforts are underway to establish the validity of several forensic practices and ensure forensic scientists perform and present their work in a scientifically valid way. In this article, the authors suggest that open science reforms are distinctively suited to addressing the problems faced by forensic science. Openness comports with legal and criminal justice values, helping ensure expert forensic evidence is more reliable and susceptible to rational evaluation by the trier of fact. In short, open forensic science allows parties in legal proceedings to understand and assess the strength of the case against them, resulting in fairer outcomes. Moreover, several emerging open science initiatives allow for speedier and more collaborative research.",NA,"[Chin, Jason M.] Univ Sydney, Law Sch, Law Sch Bldg F10,Eastern Ave,Camperdown Campus, Sydney, NSW 2006, Australia; [Chin, Jason M.] IGDORE, Bali, Indonesia; [Ribeiro, Gianni] Univ Queensland, Gianni Ribeiro Sch Psychol, St Lucia, Qld 4072, Australia; [Rairden, Alicia] Houston Forens Sci Ctr, Houston, TX 77002 USA; [Chin, Jason M.] Univ Sydney, Law Sch, Law Sch Bldg F10,Eastern Ave,Camperdown Campus, Sydney, NSW 2006, Australia; [Chin, Jason M.] IGDORE, Bali, Indonesia",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Ethics; Law; Medical Ethics; Medicine, Legal",WOS:000498192600008,NA,klein,2019
J,"Walker, Richard M.; Brewer, Gene A.; Lee, M. Jin; Petrovsky, Nicolai; van Witteloostuijn, Arjen",NA,NA,NA,NA,NA,NA,NA,Best Practice Recommendations for Replicating Experiments in Public Administration,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,NA,NA,NA,29,4,NA,NA,609,626,NA,10.1093/jopart/muy047,NA,NA,Oct-19,2019,"Replication is an important mechanism through which broad lessons for theory and practice can be drawn in the applied interdisciplinary social science field of public administration. We suggest a common replication framework for public administration that is illustrated by experimental work in the field. Drawing on knowledge from other disciplines, together with our experience in replicating several experiments on topics such as decision making, organizational rules, and government-citizen relationships, we provide an overview of the replication process. We then distill this knowledge into seven decision points that offer a clear set of best practices on how to design and implement replications in public administration. We conclude by arguing that replication should be part of the normal scientific process in public administration to help to build valid middle-range theories and provide valuable lessons to practice.",NA,"[Walker, Richard M.; Lee, M. Jin] City Univ Hong Kong, Hong Kong, Peoples R China; [Brewer, Gene A.] Univ Georgia, Athens, GA 30602 USA; [Petrovsky, Nicolai] Univ Kentucky, Lexington, KY 40506 USA; [van Witteloostuijn, Arjen] Vrije Univ Amsterdam, Sch Business & Econ, Amsterdam, Netherlands; [Walker, Richard M.] City Univ Hong Kong, Hong Kong, Peoples R China",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,Political Science; Public Administration,WOS:000491240700008,NA,klein,2019
J,"Hedges, Larry V.; Schauer, Jacob M.",NA,NA,NA,NA,NA,NA,NA,Statistical Analyses for Studying Replication: Meta-Analytic Perspectives,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL METHODS,NA,NA,NA,24,5,NA,NA,557,570,NA,10.1037/met0000189,NA,NA,Oct-19,2019,"Formal empirical assessments of replication have recently become more prominent in several areas of science, including psychology. These assessments have used different statistical approaches to determine if a finding has been replicated. The purpose of this article is to provide several alternative conceptual frameworks that lead to different statistical analyses to test hypotheses about replication. All of these analyses are based on statistical methods used in meta-analysis. The differences among the methods described involve whether the burden of proof is placed on replication or nonreplication, whether replication is exact or allows for a small amount of ""negligible heterogeneity,"" and whether the studies observed are assumed to be fixed (constituting the entire body of relevant evidence) or are a sample from a universe of possibly relevant studies. The statistical power of each of these tests is computed and shown to be low in many cases, raising issues of the interpretability of tests for replication.",NA,"[Hedges, Larry V.; Schauer, Jacob M.] Northwestern Univ, Dept Stat, Evanston, IL 60208 USA; [Hedges, Larry V.] Northwestern Univ, Dept Stat, Evanston, IL 60208 USA",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000488839300002,NA,klein,2019
J,"Mathur, Maya B.; VanderWeele, Tyler J.",NA,NA,NA,NA,NA,NA,NA,"Challenges and Suggestions for Defining Replication ""Success"" When Effects May Be Heterogeneous: Comment on Hedges and Schauer (2019)",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL METHODS,NA,NA,NA,24,5,NA,NA,571,575,NA,10.1037/met0000223,NA,NA,Oct-19,2019,"Psychological scientists are now trying to replicate published research from scratch to confirm the findings. In an increasingly widespread replication study design, each of several collaborating sites (such as universities) independently tries to replicate an original study, and the results are synthesized across sites. Hedges and Schauer (2019) proposed statistical analyses for these replication projects; their analyses focus on assessing the extent to which results differ across the replication sites, by testing for heterogeneity among a set of replication studies, while excluding the original study. We agree with their premises regarding the limitations of existing analysis methods and regarding the importance of accounting for heterogeneity among the replications. This objective may be interesting in its own right. However, we argue that by focusing only on whether the replication studies have similar effect sizes to one another, these analyses are not particularly appropriate for assessing whether the replications in fact support the scientific effect under investigation or for assessing the power of multisite replication projects. We reanalyze Hedges and Schauer's (2019) example dataset using alternative metrics of replication success that directly address these objectives. We reach a more optimistic conclusion regarding replication success than they did, illustrating that the alternative metrics can lead to quite different conclusions from those of Hedges and Schauer (2019).",NA,"[Mathur, Maya B.; VanderWeele, Tyler J.] Harvard TH Chan Sch Publ Hlth, Dept Epidemiol, Boston, MA USA; [Mathur, Maya B.] Stanford Univ, Quantitat Sci Unit, Palo Alto, CA 94304 USA; [Mathur, Maya B.] Stanford Univ, Inna Sayfer, Quantitat Sci Unit, 1070 Arastradero Rd, Palo Alto, CA 94305 USA",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000488839300003,NA,klein,2019
